exchange,date,symbol,isin,open,high,low,close,volume,series,last,prevclose,tottrdval,timestamp,totaltrades,sc_group,no_trades,net_turnov,tdcloindi
nse,2018-07-30,ROSSELLIND,INE847C01020,73.15,73.15,70.25,72.15,10523,EQ,72.45,71,750064.3,30-JUL-2018,82,NA,NA,NA,NA
nse,2018-07-30,RPGLIFE,INE105J01010,290,299,285.35,293.9,65117,EQ,293.85,309.55,19119544.2,30-JUL-2018,1797,NA,NA,NA,NA
nse,2018-07-30,RPOWER,INE614G01033,32.85,33.9,32.6,33.55,6772856,EQ,33.45,32.85,224815143.8,30-JUL-2018,10702,NA,NA,NA,NA
nse,2018-07-30,RPPINFRA,INE324L01013,222,228.25,219.6,224.4,37184,EQ,225,222.9,8290004.45,30-JUL-2018,1184,NA,NA,NA,NA
nse,2018-07-30,RRSLGETF,INF204KB1882,17.08,17.08,17.08,17.08,425,EQ,17.08,17.08,7259,30-JUL-2018,9,NA,NA,NA,NA
nse,2018-07-30,RSSOFTWARE,INE165B01029,42.1,45.7,42.1,43.85,151047,EQ,44,42.65,6707490.95,30-JUL-2018,1494,NA,NA,NA,NA
nse,2018-07-30,RSWM,INE611A01016,263,269,262.95,264.1,6832,EQ,264.1,261.55,1810373.85,30-JUL-2018,205,NA,NA,NA,NA
nse,2018-07-30,RSYSTEMS,INE411H01032,36,36.35,32.1,32.75,221718,EQ,32.9,35.6,7442281.2,30-JUL-2018,1597,NA,NA,NA,NA
nse,2018-07-30,RTNINFRA,INE834M01019,3.2,3.5,3.15,3.5,565572,EQ,3.5,3.2,1918545.65,30-JUL-2018,334,NA,NA,NA,NA
nse,2018-07-30,RTNPOWER,INE399K01017,3.45,3.85,3.4,3.7,3278711,EQ,3.7,3.45,11859972.05,30-JUL-2018,17636,NA,NA,NA,NA
nse,2018-07-30,RUBYMILLS,INE301D01026,345.05,345.05,332.1,333.55,2183,EQ,333,341.95,737937.35,30-JUL-2018,160,NA,NA,NA,NA
nse,2018-07-30,RUCHINFRA,INE413B01023,2.45,2.45,2.35,2.45,5540,BE,2.45,2.35,13423.5,30-JUL-2018,15,NA,NA,NA,NA
nse,2018-07-30,RUCHIRA,INE803H01014,117.7,120.45,116.6,119.95,84343,EQ,119.65,114.6,10009015.5,30-JUL-2018,1281,NA,NA,NA,NA
nse,2018-07-30,RUCHISOYA,INE619A01027,9.5,9.65,9.3,9.65,1100163,EQ,9.65,9.2,10587853.5,30-JUL-2018,1139,NA,NA,NA,NA
nse,2018-07-30,RUPA,INE895B01021,388.5,399,384.1,396.75,62051,EQ,395.5,388.35,24485336.7,30-JUL-2018,2041,NA,NA,NA,NA
nse,2018-07-30,RUSHIL,INE573K01017,585,628,585,604.95,71562,EQ,605,589.7,43763254.65,30-JUL-2018,2835,NA,NA,NA,NA
nse,2018-07-30,SABEVENTS,INE860T01019,3.5,3.55,3.4,3.55,53452,EQ,3.55,3.5,188234,30-JUL-2018,17,NA,NA,NA,NA
nse,2018-07-30,SABTN,INE416A01036,5.7,5.7,5.3,5.7,152403,EQ,5.7,5.45,859564.5,30-JUL-2018,244,NA,NA,NA,NA
nse,2018-07-30,SADBHAV,INE226H01026,277,279.25,271,273.6,130401,EQ,274,275.35,35881586.95,30-JUL-2018,12060,NA,NA,NA,NA
nse,2018-07-30,SADBHIN,INE764L01010,109.7,111,109.7,110.1,23123,EQ,111,109.7,2547335.05,30-JUL-2018,83,NA,NA,NA,NA
nse,2018-07-30,SAGCEM,INE229C01013,792,818,792,812.15,3454,EQ,814,784.4,2779015.25,30-JUL-2018,312,NA,NA,NA,NA
nse,2018-07-30,SAIL,INE114A01011,75.55,77.45,75.05,77.2,11291859,EQ,77.3,75.4,864313918.75,30-JUL-2018,26565,NA,NA,NA,NA
nse,2018-07-30,SAKHTISUG,INE623A01011,13,14.1,12.65,13.4,122560,EQ,13.5,12.9,1655994.05,30-JUL-2018,579,NA,NA,NA,NA
nse,2018-07-30,SAKSOFT,INE667G01015,228,237.8,228,233.6,9466,EQ,232.05,226.95,2207064.95,30-JUL-2018,186,NA,NA,NA,NA
nse,2018-07-30,SAKUMA,INE190H01016,185.1,188,179.2,181.15,128217,EQ,181,185.25,23444669.2,30-JUL-2018,573,NA,NA,NA,NA
nse,2018-07-30,SALASAR,INE170V01019,308.95,311,299,308.65,7626,EQ,309,304.4,2327791.35,30-JUL-2018,257,NA,NA,NA,NA
nse,2018-07-30,SALONA,INE498E01010,73.25,74.05,71.3,72.2,424,EQ,73,75,30857,30-JUL-2018,31,NA,NA,NA,NA
nse,2018-07-30,SALORAINTL,INE924A01013,24.05,24.05,22.5,22.6,1818,EQ,22.6,22.95,41550.5,30-JUL-2018,18,NA,NA,NA,NA
nse,2018-07-30,SALSTEEL,INE658G01014,6.55,7.25,6.2,6.8,50288,EQ,6.8,6.25,340676.05,30-JUL-2018,704,NA,NA,NA,NA
nse,2018-07-30,SALZERELEC,INE457F01013,162.25,165.75,161.5,162.6,14692,EQ,163.45,161.95,2403678.5,30-JUL-2018,230,NA,NA,NA,NA
nse,2018-07-30,SAMBHAAV,INE699B01027,6.5,6.5,6.25,6.5,66615,EQ,6.5,6.4,430654.85,30-JUL-2018,101,NA,NA,NA,NA
nse,2018-07-30,SANCO,INE782L01012,33.1,33.1,25.6,26.4,119872,EQ,25.85,27.7,3245827.85,30-JUL-2018,510,NA,NA,NA,NA
nse,2018-07-30,SANDESH,INE583B01015,950,960,931,950.2,631,EQ,959,949.85,597869.75,30-JUL-2018,82,NA,NA,NA,NA
nse,2018-07-30,SANDHAR,INE278H01035,358.15,388.75,357.75,382,43862,EQ,385,360.1,16308341.55,30-JUL-2018,1804,NA,NA,NA,NA
nse,2018-07-30,SANGAMIND,INE495C01010,81,83.05,80.1,81.3,20375,EQ,81.1,81,1667696.1,30-JUL-2018,612,NA,NA,NA,NA
nse,2018-07-30,SANGHIIND,INE999B01013,93.55,95.6,93.5,93.95,86136,EQ,94.25,94.55,8145911.75,30-JUL-2018,1091,NA,NA,NA,NA
nse,2018-07-30,SANGHVIFOR,INE263L01013,27,27.55,26.55,26.95,530,EQ,27.55,27.2,14209.15,30-JUL-2018,28,NA,NA,NA,NA
nse,2018-07-30,SANGHVIMOV,INE989A01024,192.55,192.8,184.1,185,20987,EQ,184.15,190.6,3909257.55,30-JUL-2018,339,NA,NA,NA,NA
nse,2018-07-30,SANOFI,INE058A01010,5848,5966,5848,5895.85,59921,EQ,5920,5829.4,353772410.35,30-JUL-2018,2672,NA,NA,NA,NA
nse,2018-07-30,SANWARIA,INE890C01046,13,13.25,12.55,12.75,2565841,EQ,12.75,12.9,32996906.9,30-JUL-2018,2764,NA,NA,NA,NA
nse,2018-07-30,SARDAEN,INE385C01013,401.1,409.7,396.8,401.75,50653,EQ,401,403.9,20372496.7,30-JUL-2018,2226,NA,NA,NA,NA
nse,2018-07-30,SAREGAMA,INE979A01017,653.75,658.45,643.75,647.05,20306,EQ,646,647.75,13175819.4,30-JUL-2018,1361,NA,NA,NA,NA
nse,2018-07-30,SARLAPOLY,INE453D01025,39.75,40.5,39.05,39.7,25172,EQ,39.65,40.2,1006550.2,30-JUL-2018,191,NA,NA,NA,NA
nse,2018-07-30,SARVESHWAR,INE324X01018,49.15,51.45,49.1,51.25,12800,SM,51.25,49,643840,30-JUL-2018,8,NA,NA,NA,NA
nse,2018-07-30,SASKEN,INE231F01020,941.5,966.25,940,946.45,14679,EQ,943.5,951,14020246.9,30-JUL-2018,948,NA,NA,NA,NA
nse,2018-07-30,SASTASUNDR,INE019J01013,87,91.25,85.6,85.8,1797,EQ,85.7,85.2,157499.6,30-JUL-2018,83,NA,NA,NA,NA
nse,2018-07-30,SATHAISPAT,INE176C01016,13.05,13.75,12.7,13.7,14542,EQ,13.75,13.15,194740.95,30-JUL-2018,64,NA,NA,NA,NA
nse,2018-07-30,SATIN,INE836B01017,332.5,348.5,332.45,337.25,48231,EQ,339,336.75,16372646,30-JUL-2018,3143,NA,NA,NA,NA
nse,2018-07-30,SBILIFE,INE123W01016,694.05,703.55,684.5,689.35,111734,EQ,688.4,694.05,77173749.8,30-JUL-2018,10205,NA,NA,NA,NA
nse,2018-07-30,SBIN,INE062A01020,289.2,299.55,289.2,297.4,40949610,EQ,296.5,286.75,12148359327.55,30-JUL-2018,268957,NA,NA,NA,NA
nse,2018-07-30,SBIN,INE062A08025,10642,10700,10642,10700,53,N2,10700,10640.02,566056,30-JUL-2018,4,NA,NA,NA,NA
nse,2018-07-30,SBIN,INE062A08058,10875,10917.5,10875,10912.69,400,N5,10917.5,10917.14,4362965.49,30-JUL-2018,21,NA,NA,NA,NA
nse,2018-07-30,SBIN,INE062A08066,10650,10650,10650,10650,1,N6,10650,10595,10650,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SCAPDVR,INE224E01036,1.9,1.9,1.9,1.9,110,EQ,1.9,1.9,209,30-JUL-2018,3,NA,NA,NA,NA
nse,2018-07-30,SCHAEFFLER,INE513A01014,5315,5315,5260,5284.45,12366,EQ,5272,5291.25,65335696.8,30-JUL-2018,1172,NA,NA,NA,NA
nse,2018-07-30,SCHAND,INE807K01035,358.85,369,358.85,360.7,7222,EQ,361.7,358.9,2619158.7,30-JUL-2018,315,NA,NA,NA,NA
nse,2018-07-30,SCHNEIDER,INE839M01018,94.1,106.1,94.1,106.1,1232402,EQ,106.1,88.45,126767907.6,30-JUL-2018,12446,NA,NA,NA,NA
nse,2018-07-30,SCI,INE109A01011,62.05,62.95,61.55,62.25,386080,EQ,62.2,61.7,24088103.75,30-JUL-2018,3010,NA,NA,NA,NA
nse,2018-07-30,SDAFXXVGR,INF200KA1RQ0,8.11,8.11,8.11,8.11,1000,MF,8.11,8.11,8110,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SDBL,INE480C01012,254.1,257.65,251,253.25,36957,EQ,253.2,252.65,9406837.1,30-JUL-2018,940,NA,NA,NA,NA
nse,2018-07-30,SEAMECLTD,INE497B01018,295.1,296.1,285,286,15958,EQ,286,297.75,4635604.95,30-JUL-2018,387,NA,NA,NA,NA
nse,2018-07-30,SECURCRED,INE195Y01010,140.1,140.1,140.1,140.1,600,SM,140.1,145,84060,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SELAN,INE818A01017,194,194.8,191.05,192.25,17454,EQ,192.35,193,3369773.25,30-JUL-2018,467,NA,NA,NA,NA
nse,2018-07-30,SELMCL,INE105I01012,1.85,1.9,1.8,1.85,44300,EQ,1.85,1.85,82979.6,30-JUL-2018,46,NA,NA,NA,NA
nse,2018-07-30,SEPOWER,INE735M01018,3.1,3.35,3.05,3.1,1734,EQ,3.1,3.2,5395.9,30-JUL-2018,10,NA,NA,NA,NA
nse,2018-07-30,SEQUENT,INE807F01027,54.25,55.3,51.4,51.9,415215,EQ,52.05,53.85,21866705.5,30-JUL-2018,3686,NA,NA,NA,NA
nse,2018-07-30,SESHAPAPER,INE630A01016,864,880,838,850.6,8066,EQ,857,860.1,6916110.8,30-JUL-2018,483,NA,NA,NA,NA
nse,2018-07-30,SETCO,INE878E01021,48.1,53.25,48.1,52.5,1805300,EQ,53.1,48,92813589.7,30-JUL-2018,8948,NA,NA,NA,NA
nse,2018-07-30,SETF10GILT,INF200KA1JT1,161.5,161.5,155,160.1,3,EQ,160.1,161.5,476.6,30-JUL-2018,3,NA,NA,NA,NA
nse,2018-07-30,SETFGOLD,INF200K01099,2694.95,2699.9,2688.05,2688.3,1350,EQ,2688.05,2694.95,3634162.7,30-JUL-2018,236,NA,NA,NA,NA
nse,2018-07-30,SETFNIF50,INF200KA1FS1,114.1,114.4,113.9,114.39,14538,EQ,114.39,113.89,1659048.61,30-JUL-2018,89,NA,NA,NA,NA
nse,2018-07-30,SETFNIFBK,INF200KA1580,279,281,275,280.7,1185,EQ,281,278.73,330782.59,30-JUL-2018,32,NA,NA,NA,NA
nse,2018-07-30,SETFNN50,INF200KA1598,296.05,300.1,295.32,300.1,1147,EQ,300.1,296,340339.8,30-JUL-2018,36,NA,NA,NA,NA
nse,2018-07-30,SFL,INE916U01025,1479,1480,1466.3,1473.8,1630,EQ,1480,1471.1,2409568.45,30-JUL-2018,172,NA,NA,NA,NA
nse,2018-07-30,SGBAUG24,IN0020160027,2679,2717.8,2679,2700,71,GB,2700,2679.61,190802.01,30-JUL-2018,11,NA,NA,NA,NA
nse,2018-07-30,SGBDEC25,IN0020170125,2600,2600,2585,2585,4,GB,2585,2580,10370,30-JUL-2018,4,NA,NA,NA,NA
nse,2018-07-30,SGBJAN26,IN0020170166,2780,2780,2780,2780,6,GB,2780,2660,16680,30-JUL-2018,3,NA,NA,NA,NA
nse,2018-07-30,SGBJUL25,IN0020170034,2621,2663.95,2620,2626.41,119,GB,2621,2648,313631.76,30-JUL-2018,29,NA,NA,NA,NA
nse,2018-07-30,SGBMAR24,IN0020150119,2616.31,2616.31,2616.31,2616.31,14,GB,2616.31,2665,36628.34,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SGBMAR25,IN0020160126,2622,2675,2622,2644,14,GB,2644,2650,37189,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,SGBMAY25,IN0020170018,2625,2660,2625,2630.96,90,GB,2625,2611.95,237340.04,30-JUL-2018,10,NA,NA,NA,NA
nse,2018-07-30,SGBMAY26,IN0020180033,2585,2650,2585,2620.51,108,GB,2620,2607,283417.07,30-JUL-2018,22,NA,NA,NA,NA
nse,2018-07-30,SGBNOV23,IN0020150085,2659,2659,2650,2650,20,GB,2650,2700,53089.3,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,SGBNOV24,IN0020160076,2739,2739,2640,2655,51,GB,2655,2640,135989,30-JUL-2018,9,NA,NA,NA,NA
nse,2018-07-30,SGBNOV258,IN0020170109,2601,2601,2601,2601,1,GB,2601,2601,2601,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SGBOCT25IV,IN0020170067,2605,2605,2605,2605,3,GB,2605,2700,7815,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SGBSEP24,IN0020160043,2681.01,2710,2681.01,2682.04,47,GB,2682.04,2715,126820.07,30-JUL-2018,7,NA,NA,NA,NA
nse,2018-07-30,SGL,INE353H01010,8,8.25,7.8,8,19972,EQ,8,8,160114.55,30-JUL-2018,110,NA,NA,NA,NA
nse,2018-07-30,SHAHALLOYS,INE640C01011,23.8,25.5,23.6,25.2,18805,EQ,25.25,24.75,466609.25,30-JUL-2018,92,NA,NA,NA,NA
nse,2018-07-30,SHAKTIPUMP,INE908D01010,466.65,478,463.7,474.9,68212,EQ,475,463.95,32214185.5,30-JUL-2018,2654,NA,NA,NA,NA
nse,2018-07-30,SHALBY,INE597J01018,150.2,154.95,149,152.45,41298,EQ,151.8,149.35,6286510.9,30-JUL-2018,1140,NA,NA,NA,NA
nse,2018-07-30,SHALPAINTS,INE849C01026,122.3,128.95,122.3,124.45,37234,EQ,124.1,122.9,4684032.1,30-JUL-2018,646,NA,NA,NA,NA
nse,2018-07-30,SHANKARA,INE274V01019,1591,1593.7,1525.35,1550.3,41203,EQ,1550,1595.95,64049473.7,30-JUL-2018,3623,NA,NA,NA,NA
nse,2018-07-30,SHANTIGEAR,INE631A01022,135.4,138.95,135.4,136.15,28891,EQ,135.6,135.4,3980654.35,30-JUL-2018,391,NA,NA,NA,NA
nse,2018-07-30,SHARDACROP,INE221J01015,365,383.5,365,379.35,44987,EQ,378.6,371.85,17020541.2,30-JUL-2018,1328,NA,NA,NA,NA
nse,2018-07-30,SHARDAMOTR,INE597I01010,2081.5,2155,2080.95,2137.95,4948,EQ,2145,2028.55,10482077.2,30-JUL-2018,667,NA,NA,NA,NA
nse,2018-07-30,SHARIABEES,INF732E01128,260,265,243.11,247.5,224,EQ,247.5,248.55,55371.46,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,SHARONBIO,INE028B01029,3.1,3.3,3.1,3.25,18573,BZ,3.25,3.2,59711.45,30-JUL-2018,30,NA,NA,NA,NA
nse,2018-07-30,SHEMAROO,INE363M01019,484.95,498.3,482.5,497.45,13215,EQ,497.9,482.3,6519971.75,30-JUL-2018,498,NA,NA,NA,NA
nse,2018-07-30,SHILPAMED,INE790G01031,382.65,424,382.65,410.4,55607,EQ,423,381.2,22359858.95,30-JUL-2018,1648,NA,NA,NA,NA
nse,2018-07-30,SHILPI,INE510K01019,3.2,3.2,2.9,3,601985,EQ,2.95,3.05,1819184.55,30-JUL-2018,508,NA,NA,NA,NA
nse,2018-07-30,SHIRPUR-G,INE196B01016,88.8,95.6,88.25,93.1,9234,EQ,94.8,88.75,848390.05,30-JUL-2018,148,NA,NA,NA,NA
nse,2018-07-30,SHIVAMAUTO,INE637H01024,53.75,56,53.75,55.55,62511,EQ,55.7,54.3,3462368.3,30-JUL-2018,551,NA,NA,NA,NA
nse,2018-07-30,SHIVAMILLS,INE644Y01017,50.35,53.85,50.35,50.6,2331,EQ,50.4,51.85,118834.05,30-JUL-2018,30,NA,NA,NA,NA
nse,2018-07-30,SHIVATEX,INE705C01020,316,334.95,316,320.9,947,EQ,320.05,320.8,304600.5,30-JUL-2018,79,NA,NA,NA,NA
nse,2018-07-30,SHK,INE500L01026,200.9,202.35,196.1,199.65,980309,EQ,199,199,194591384.8,30-JUL-2018,4436,NA,NA,NA,NA
nse,2018-07-30,SHOPERSTOP,INE498B01024,544.9,559.9,544.2,550.4,65592,EQ,548,549,36278569.65,30-JUL-2018,2948,NA,NA,NA,NA
nse,2018-07-30,SHRADHA,INE715Y01015,45.1,45.1,45.1,45.1,2000,SM,45.1,48,90200,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SHREECEM,INE070A01015,17224.15,17405.1,16495.7,17177.4,89718,EQ,17360,17087.45,1518740270.5,30-JUL-2018,24278,NA,NA,NA,NA
nse,2018-07-30,SHREEPUSHK,INE712K01011,192,199.7,190.3,197.5,54391,EQ,198.7,190.8,10656928.45,30-JUL-2018,1086,NA,NA,NA,NA
nse,2018-07-30,SHREERAMA,INE879A01019,8.05,8.05,7.75,8.05,63447,EQ,8.05,7.7,507154.3,30-JUL-2018,171,NA,NA,NA,NA
nse,2018-07-30,SHRENIK,INE632X01022,160.05,174.8,160.05,172.55,392500,SM,170.4,163,66958875,30-JUL-2018,134,NA,NA,NA,NA
nse,2018-07-30,SHREYANIND,INE231C01019,138,146.8,136.55,142.9,12823,EQ,142.3,135.95,1820076.35,30-JUL-2018,284,NA,NA,NA,NA
nse,2018-07-30,SHREYAS,INE757B01015,462,475,462,470.15,797,EQ,470.1,465.25,376250.55,30-JUL-2018,52,NA,NA,NA,NA
nse,2018-07-30,SHRIPISTON,INE526E01018,1593.45,1593.45,1452,1531.85,293,BE,1534.95,1517.6,447399.25,30-JUL-2018,31,NA,NA,NA,NA
nse,2018-07-30,SHRIRAMCIT,INE722A01011,1931.2,1939.6,1905.25,1932.55,4291,EQ,1938,1922.2,8262548.7,30-JUL-2018,990,NA,NA,NA,NA
nse,2018-07-30,SHRIRAMCIT,INE722A07471,1062.05,1062.05,1058,1058,300,ND,1058,1058,317902.5,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,SHRIRAMEPC,INE964H01014,15.9,15.95,15.4,15.7,161747,EQ,15.6,16.4,2533978.3,30-JUL-2018,605,NA,NA,NA,NA
nse,2018-07-30,SHYAMCENT,INE979R01011,8.9,9,8.75,8.8,14173,EQ,8.75,8.65,126154.25,30-JUL-2018,32,NA,NA,NA,NA
nse,2018-07-30,SHYAMTEL,INE635A01023,8.95,9.5,8.95,9.5,470,EQ,9.5,9.05,4214.75,30-JUL-2018,7,NA,NA,NA,NA
nse,2018-07-30,SICAGEN,INE176J01011,28,29.5,27.7,29.15,11278,EQ,29.05,28.25,323701.85,30-JUL-2018,98,NA,NA,NA,NA
nse,2018-07-30,SICAL,INE075B01012,178.85,182,175.1,176.05,4300,EQ,175.25,176.3,764184.35,30-JUL-2018,195,NA,NA,NA,NA
nse,2018-07-30,SIEMENS,INE003A01024,989,995,975.15,979.25,234329,EQ,981.1,984.2,231282818.05,30-JUL-2018,10164,NA,NA,NA,NA
nse,2018-07-30,SIGNET,INE529F01027,5.95,5.95,5.75,5.8,145229,EQ,5.75,5.85,841983.25,30-JUL-2018,202,NA,NA,NA,NA
nse,2018-07-30,SIL,INE173A01025,18.45,18.45,18.45,18.45,560,BE,18.45,17.6,10332,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,SILINV,INE923A01015,209,210.85,203.1,206.45,2258,EQ,203.1,205.65,467530.7,30-JUL-2018,212,NA,NA,NA,NA
nse,2018-07-30,SILLYMONKS,INE203Y01012,90,90,84.95,89.25,7200,SM,88.5,90,632340,30-JUL-2018,6,NA,NA,NA,NA
nse,2018-07-30,SIMBHALS,INE748T01016,8.9,9.55,8.85,9.45,9323,EQ,9.5,9.15,87078.95,30-JUL-2018,68,NA,NA,NA,NA
nse,2018-07-30,SIMPLEX,INE898F01018,21,21,19.65,19.65,670,EQ,19.65,19.65,13361.9,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,SIMPLEXINF,INE059B01024,452.95,456,444.6,448.8,5705,EQ,448.9,453.45,2574489.3,30-JUL-2018,352,NA,NA,NA,NA
nse,2018-07-30,SINTERCOM,INE129Z01016,77.5,77.5,77,77.15,18000,SM,77,77.75,1388700,30-JUL-2018,9,NA,NA,NA,NA
nse,2018-07-30,SINTEX,INE429C01035,14,14.15,13.8,13.9,2901138,EQ,13.9,13.9,40446585.75,30-JUL-2018,4316,NA,NA,NA,NA
nse,2018-07-30,SIRCA,INE792Z01011,164.25,164.65,158.3,158.95,137600,SM,158.65,158.4,22037560,30-JUL-2018,80,NA,NA,NA,NA
nse,2018-07-30,SIS,INE285J01010,1088.95,1127.9,1075,1079.65,8778,EQ,1078,1081.6,9621174.85,30-JUL-2018,982,NA,NA,NA,NA
nse,2018-07-30,SITASHREE,INE686I01011,1.6,1.7,1.6,1.7,8277,BE,1.7,1.65,13937.6,30-JUL-2018,14,NA,NA,NA,NA
nse,2018-07-30,SITINET,INE965H01011,11.4,11.5,11.25,11.45,17123,EQ,11.35,11.15,194771.6,30-JUL-2018,211,NA,NA,NA,NA
nse,2018-07-30,SIYSIL,INE076B01028,532.8,542,530.05,531.75,5780,EQ,533,531.8,3104385.2,30-JUL-2018,302,NA,NA,NA,NA
nse,2018-07-30,SJVN,INE002L01015,27.15,27.3,26.7,26.85,1132845,EQ,26.9,26.95,30514751.95,30-JUL-2018,6869,NA,NA,NA,NA
nse,2018-07-30,SKFINDIA,INE640A01023,1650,1684,1642,1673.7,5107,EQ,1670,1644.75,8487740.45,30-JUL-2018,598,NA,NA,NA,NA
nse,2018-07-30,SKIL,INE429F01012,27.5,27.5,26.5,27,17010,EQ,27.25,26.5,460613.8,30-JUL-2018,48,NA,NA,NA,NA
nse,2018-07-30,SKIPPER,INE439E01022,156.1,158.55,152.15,154.55,56673,EQ,155.95,155.9,8754921.4,30-JUL-2018,1540,NA,NA,NA,NA
nse,2018-07-30,SKMEGGPROD,INE411D01015,78.5,82.05,76.9,81.2,146853,EQ,79.6,78.15,11819819.3,30-JUL-2018,1233,NA,NA,NA,NA
nse,2018-07-30,SKSTEXTILE,INE507Y01016,39.6,39.6,39.55,39.55,7000,SM,39.55,41.6,276950,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,SMARTLINK,INE178C01020,95.75,97,92.2,94,7830,EQ,94.25,94.4,738528.1,30-JUL-2018,96,NA,NA,NA,NA
nse,2018-07-30,SMLISUZU,INE294B01019,769.05,788,769.05,785.2,4400,EQ,784.1,781,3441246.75,30-JUL-2018,342,NA,NA,NA,NA
nse,2018-07-30,SMPL,INE215G01021,0.8,0.8,0.75,0.75,34935,BE,0.75,0.8,26252.55,30-JUL-2018,14,NA,NA,NA,NA
nse,2018-07-30,SMSLIFE,INE320X01016,377,388.95,365.05,383.3,6647,EQ,380,362.6,2531371.05,30-JUL-2018,268,NA,NA,NA,NA
nse,2018-07-30,SMSPHARMA,INE812G01025,69.5,69.5,65.9,67.65,63213,EQ,68.15,68.2,4256329.45,30-JUL-2018,773,NA,NA,NA,NA
nse,2018-07-30,SMVD,INE702Y01013,23,23.9,23,23.9,4000,SM,23.9,21.5,93800,30-JUL-2018,2,NA,NA,NA,NA
nse,2018-07-30,SNOWMAN,INE734N01019,44.9,47.95,44.9,45.6,1387279,EQ,45.4,43.85,64360412.9,30-JUL-2018,5679,NA,NA,NA,NA
nse,2018-07-30,SOBHA,INE671H01015,468,468,461.35,464.3,43851,EQ,462.6,461.45,20369638.6,30-JUL-2018,1681,NA,NA,NA,NA
nse,2018-07-30,SOFTTECH,INE728Z01015,62.95,63,62.95,63,14400,SM,63,61.75,907120,30-JUL-2018,9,NA,NA,NA,NA
nse,2018-07-30,SOLARA,INE624Z01016,165,177,165,174.85,67290,EQ,174.35,167.25,11645688.65,30-JUL-2018,2219,NA,NA,NA,NA
nse,2018-07-30,SOLARINDS,INE343H01029,1158,1218.8,1150,1192.35,32899,EQ,1198.8,1155.85,39340789.4,30-JUL-2018,2596,NA,NA,NA,NA
nse,2018-07-30,SOLEX,INE880Y01017,40,40,40,40,2000,SM,40,37.3,8e4,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SOMANYCERA,INE355A01028,496.95,533,481,526.4,20751,EQ,528.8,493.85,10618375,30-JUL-2018,1898,NA,NA,NA,NA
nse,2018-07-30,SOMATEX,INE314C01013,8.2,8.2,7.8,7.8,19182,EQ,7.8,8.2,150226.15,30-JUL-2018,58,NA,NA,NA,NA
nse,2018-07-30,SOMICONVEY,INE323J01019,40.65,40.65,39.2,39.55,5536,EQ,39.5,39.35,221210.8,30-JUL-2018,54,NA,NA,NA,NA
nse,2018-07-30,SONAMCLOCK,INE00LM01011,36.9,36.9,36.9,36.9,3000,SM,36.9,36.9,110700,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,SONATSOFTW,INE269A01021,353,355,345.05,347.2,131365,EQ,346.5,352.6,45881202.9,30-JUL-2018,6976,NA,NA,NA,NA
nse,2018-07-30,SORILINFRA,INE034H01016,305,312.25,303,312.25,129355,EQ,312.25,297.4,40024021.2,30-JUL-2018,1754,NA,NA,NA,NA
nse,2018-07-30,SOTL,INE035D01012,1230,1290,1230,1259.2,395,EQ,1245.1,1235.55,501129.85,30-JUL-2018,91,NA,NA,NA,NA
nse,2018-07-30,SOUTHBANK,INE683A01023,18.2,18.5,18.1,18.35,11086712,EQ,18.35,18.1,203398729.8,30-JUL-2018,12452,NA,NA,NA,NA
nse,2018-07-30,SOUTHWEST,INE980Y01015,63.8,63.9,63.8,63.85,3200,SM,63.9,64.95,204320,30-JUL-2018,2,NA,NA,NA,NA
nse,2018-07-30,SPAL,INE212I01016,336.2,336.2,321.35,323.35,6008,EQ,323.8,341.95,1958659.55,30-JUL-2018,311,NA,NA,NA,NA
nse,2018-07-30,SPARC,INE232I01014,366,379.2,363,372.35,587158,EQ,371.55,365,218380889.1,30-JUL-2018,12424,NA,NA,NA,NA
nse,2018-07-30,SPECIALITY,INE247M01014,106.55,107.7,103,104.2,36145,EQ,104.5,105.55,3792264.8,30-JUL-2018,549,NA,NA,NA,NA
nse,2018-07-30,SPENTEX,INE376C01020,3.15,3.15,2.75,3,22028,EQ,3,2.9,65049.9,30-JUL-2018,32,NA,NA,NA,NA
nse,2018-07-30,SPIC,INE147A01011,31.55,32.7,31.35,32.05,95428,EQ,32.2,31.65,3073960.6,30-JUL-2018,472,NA,NA,NA,NA
nse,2018-07-30,SPICEMOBI,INE927C01020,15.5,15.65,14.55,15.15,98870,EQ,14.85,14.9,1506170.6,30-JUL-2018,368,NA,NA,NA,NA
