exchange,date,symbol,isin,open,high,low,close,volume,series,last,prevclose,tottrdval,timestamp,totaltrades,sc_group,no_trades,net_turnov,tdcloindi
nse,2018-07-30,20MICRONS,INE144J01027,40.8,40.8,39,39.35,8062,EQ,39.05,39.9,318581.8,30-JUL-2018,213,NA,NA,NA,NA
nse,2018-07-30,21STCENMGM,INE253B01015,37.8,37.8,37.8,37.8,1597,EQ,37.8,37.1,60366.6,30-JUL-2018,8,NA,NA,NA,NA
nse,2018-07-30,3IINFOTECH,INE748C01020,3.5,3.6,3.45,3.55,3290306,EQ,3.55,3.55,11618219.4,30-JUL-2018,1432,NA,NA,NA,NA
nse,2018-07-30,3MINDIA,INE470A01017,23523,23789.95,22752.1,23293.15,1384,EQ,23299.95,23609.8,32000369.4,30-JUL-2018,652,NA,NA,NA,NA
nse,2018-07-30,3PLAND,INE105C01023,12.4,14.05,12.1,13.95,4805,EQ,13.95,12.15,65885.3,30-JUL-2018,71,NA,NA,NA,NA
nse,2018-07-30,5PAISA,INE618L01018,344.55,353,337,339.15,3389,EQ,338,344.55,1153078.9,30-JUL-2018,318,NA,NA,NA,NA
nse,2018-07-30,63MOONS,INE111B01023,70,71.2,69.2,69.8,124508,EQ,69.7,69.8,8726574.75,30-JUL-2018,1335,NA,NA,NA,NA
nse,2018-07-30,8KMILES,INE650K01021,273.85,273.85,273.85,273.85,91291,EQ,273.85,260.85,25000040.35,30-JUL-2018,1018,NA,NA,NA,NA
nse,2018-07-30,A2ZINFRA,INE619I01012,23.95,23.95,22.45,22.9,958702,EQ,22.75,24.65,22073945.8,30-JUL-2018,3238,NA,NA,NA,NA
nse,2018-07-30,AAKASH,INE087Z01016,34.9,34.9,33.4,33.4,4000,SM,33.4,34.5,136600,30-JUL-2018,2,NA,NA,NA,NA
nse,2018-07-30,AARTIDRUGS,INE767A01016,553.2,567.65,553.2,560.45,5722,EQ,561,552.7,3215511.05,30-JUL-2018,450,NA,NA,NA,NA
nse,2018-07-30,AARTIIND,INE769A01020,1260,1265,1232,1243.8,7707,EQ,1237.2,1252.4,9672186.15,30-JUL-2018,920,NA,NA,NA,NA
nse,2018-07-30,AARVEEDEN,INE273D01019,31.4,34.5,30.65,33,14681,EQ,33.05,32.4,488442.3,30-JUL-2018,138,NA,NA,NA,NA
nse,2018-07-30,AARVI,INE754X01016,58,58,55.1,55.1,10000,SM,55.1,58,556800,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,ABAN,INE421A01028,108.1,112.95,106.3,109.95,2074990,EQ,109.95,108.35,227081585.5,30-JUL-2018,19396,NA,NA,NA,NA
nse,2018-07-30,ABB,INE117A01022,1196,1219.45,1179,1209.55,45747,EQ,1212,1188.4,55188549.25,30-JUL-2018,4516,NA,NA,NA,NA
nse,2018-07-30,ABBOTINDIA,INE358A01014,7551,7723.95,7450,7686.25,5342,EQ,7700,7612.55,40417215.4,30-JUL-2018,1518,NA,NA,NA,NA
nse,2018-07-30,ABCAPITAL,INE674K01013,143,148.4,142.7,147.35,2918116,EQ,147.35,142.8,427896254.25,30-JUL-2018,19384,NA,NA,NA,NA
nse,2018-07-30,ABFRL,INE647O01011,140.05,143.75,140.05,142.5,174682,EQ,143,140,24833846.2,30-JUL-2018,3082,NA,NA,NA,NA
nse,2018-07-30,ABGSHIP,INE067H01016,5.65,5.8,5.4,5.65,31477,BZ,5.4,5.65,178891.7,30-JUL-2018,67,NA,NA,NA,NA
nse,2018-07-30,ABMINTLTD,INE251C01017,18.45,18.45,18.45,18.45,65,BE,18.45,19.4,1199.25,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,ACC,INE012A01025,1537.7,1537.7,1501.05,1503.8,995382,EQ,1509.1,1535,1505803964.1,30-JUL-2018,34914,NA,NA,NA,NA
nse,2018-07-30,ACCELYA,INE793A01012,1089.65,1089.65,1047.3,1078.65,3329,EQ,1080,1073.6,3593639.3,30-JUL-2018,499,NA,NA,NA,NA
nse,2018-07-30,ACCORD,INE113X01015,46.5,46.8,46.5,46.8,4000,SM,46.8,39,186600,30-JUL-2018,2,NA,NA,NA,NA
nse,2018-07-30,ACE,INE731H01025,135.2,142.9,135.2,140.95,386528,EQ,140.7,136.65,53861618,30-JUL-2018,2399,NA,NA,NA,NA
nse,2018-07-30,ACEINTEG,INE543V01017,33,33,32,32,21000,SM,32,32.05,687e3,30-JUL-2018,3,NA,NA,NA,NA
nse,2018-07-30,ADANIENT,INE423A01024,197.2,200.4,192.35,193.55,13913862,EQ,193.45,195.9,2724292089.65,30-JUL-2018,70951,NA,NA,NA,NA
nse,2018-07-30,ADANIGREEN,INE364U01010,52.8,57.55,52.8,57.55,2011508,EQ,57.55,52.35,113247527.75,30-JUL-2018,9661,NA,NA,NA,NA
nse,2018-07-30,ADANIPORTS,INE742F01042,395,397.5,387.65,390.8,1649794,EQ,389.15,394.65,644850471.95,30-JUL-2018,31710,NA,NA,NA,NA
nse,2018-07-30,ADANIPOWER,INE814H01011,26.3,29.8,25.8,29.05,72767742,EQ,28.95,26.2,2016748904.5,30-JUL-2018,61502,NA,NA,NA,NA
nse,2018-07-30,ADANITRANS,INE931S01010,169,174.7,165.4,172.65,531333,EQ,172,168.2,90409060.7,30-JUL-2018,5616,NA,NA,NA,NA
nse,2018-07-30,ADFFOODS,INE982B01019,242.25,246,241.8,243.1,42659,EQ,242.2,242.2,10350646.55,30-JUL-2018,591,NA,NA,NA,NA
nse,2018-07-30,ADHUNIK,INE400H01019,3.05,3.35,3.05,3.35,414467,BE,3.35,3.2,1301671,30-JUL-2018,267,NA,NA,NA,NA
nse,2018-07-30,ADHUNIKIND,INE452L01012,77.3,78.3,75.5,76.65,9269,EQ,76.75,77.3,710679.8,30-JUL-2018,123,NA,NA,NA,NA
nse,2018-07-30,ADLABS,INE172N01012,34.9,36.55,34,34.9,143161,EQ,35,34.4,5059793,30-JUL-2018,1335,NA,NA,NA,NA
nse,2018-07-30,ADORWELD,INE045A01017,308.9,315,308,309.75,8872,EQ,309.3,306.05,2754986.6,30-JUL-2018,315,NA,NA,NA,NA
nse,2018-07-30,ADROITINFO,INE737B01033,30.45,30.45,28.3,28.8,1303,BE,28.3,29,37672.75,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,ADSL,INE102I01027,15.2,16,14.65,15.65,31657,EQ,15.8,15,488441.3,30-JUL-2018,203,NA,NA,NA,NA
nse,2018-07-30,ADVANIHOTR,INE199C01026,51.4,55,49.5,53.75,49121,EQ,54.4,50.65,2576844.35,30-JUL-2018,334,NA,NA,NA,NA
nse,2018-07-30,ADVENZYMES,INE837H01020,208.15,211.8,207.05,210,69717,EQ,211,208.15,14616807.05,30-JUL-2018,1892,NA,NA,NA,NA
nse,2018-07-30,AEGISCHEM,INE208C01025,233.5,238.25,233.5,235,235303,EQ,235,235.8,55497234.75,30-JUL-2018,9294,NA,NA,NA,NA
nse,2018-07-30,AFL,INE020G01017,49.8,50,48.4,49.3,1685,EQ,49.3,48.95,83906.25,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,AGARIND,INE204E01012,283,290,275,277,367,EQ,275,283,102349.25,30-JUL-2018,76,NA,NA,NA,NA
nse,2018-07-30,AGCNET,INE676A01019,114,116.85,111.2,112.35,7649,EQ,112.3,115.85,870115.2,30-JUL-2018,135,NA,NA,NA,NA
nse,2018-07-30,AGLSL,INE517U01013,86,89,80.2,88.4,10626,EQ,89,83,921505.85,30-JUL-2018,89,NA,NA,NA,NA
nse,2018-07-30,AGRITECH,INE449G01018,97,98.4,95.55,96.7,17274,EQ,97.1,96.95,1672141.3,30-JUL-2018,370,NA,NA,NA,NA
nse,2018-07-30,AGROPHOS,INE740V01019,37.25,37.5,35.05,35.05,30000,SM,35.05,38.5,1107e3,30-JUL-2018,5,NA,NA,NA,NA
nse,2018-07-30,AHLEAST,INE926K01017,258.05,261,250.95,256.9,7131,EQ,257.5,254.1,1830213.4,30-JUL-2018,132,NA,NA,NA,NA
nse,2018-07-30,AHLUCONT,INE758C01029,336.65,345,332.65,334.75,2527,EQ,332.65,336.65,854458.35,30-JUL-2018,153,NA,NA,NA,NA
nse,2018-07-30,AHLWEST,INE915K01010,288.15,297.95,288.05,289.8,117,EQ,288.05,302.8,33962.4,30-JUL-2018,16,NA,NA,NA,NA
nse,2018-07-30,AIAENG,INE212H01026,1649.25,1660,1627.7,1651.75,22895,EQ,1650,1649.25,37774559.35,30-JUL-2018,2978,NA,NA,NA,NA
nse,2018-07-30,AIFL,INE428O01016,451.55,462,450.2,459.85,163775,EQ,459,450.1,74591756.2,30-JUL-2018,2408,NA,NA,NA,NA
nse,2018-07-30,AIRAN,INE645W01018,357.25,366.9,357.25,362.45,21500,SM,361.75,361.75,7765500,30-JUL-2018,17,NA,NA,NA,NA
nse,2018-07-30,AJANTPHARM,INE031B01049,1100.1,1136.9,1100,1130.4,656439,EQ,1135.15,1095.3,737346605.9,30-JUL-2018,19827,NA,NA,NA,NA
nse,2018-07-30,AJMERA,INE298G01027,208,211.85,206,207.75,450184,EQ,207.6,208.45,93527525.4,30-JUL-2018,1165,NA,NA,NA,NA
nse,2018-07-30,AKASH,INE737W01013,68,84,68,83.9,4000,SM,83.95,75,319750,30-JUL-2018,4,NA,NA,NA,NA
nse,2018-07-30,AKSHARCHEM,INE542B01011,527.65,547,524.05,528.15,2577,EQ,526,527.65,1375832.7,30-JUL-2018,229,NA,NA,NA,NA
nse,2018-07-30,AKSHOPTFBR,INE523B01011,28.45,28.85,28,28.4,419002,EQ,28.35,28.25,11914063.5,30-JUL-2018,1348,NA,NA,NA,NA
nse,2018-07-30,AKZOINDIA,INE133A01011,1880,1880,1844.75,1855.7,6883,EQ,1855,1849.05,12771399.25,30-JUL-2018,580,NA,NA,NA,NA
nse,2018-07-30,ALANKIT,INE914E01040,24.15,26.3,24.05,25.95,1278350,EQ,26,23.95,32285103.15,30-JUL-2018,2447,NA,NA,NA,NA
nse,2018-07-30,ALBERTDAVD,INE155C01010,403.95,409.95,395,395.7,3795,EQ,395,399.25,1522677.1,30-JUL-2018,56,NA,NA,NA,NA
nse,2018-07-30,ALBK,INE428A01015,45.15,46.8,45.15,46.3,7498757,EQ,46.3,45.15,346386603.7,30-JUL-2018,14847,NA,NA,NA,NA
nse,2018-07-30,ALCHEM,INE964B01033,5.95,5.95,5.6,5.6,6874,BE,5.6,5.7,40616.8,30-JUL-2018,22,NA,NA,NA,NA
nse,2018-07-30,ALEMBICLTD,INE426A01027,40,41.8,39.75,40.95,493225,EQ,40.85,39.8,20143989.3,30-JUL-2018,2415,NA,NA,NA,NA
nse,2018-07-30,ALICON,INE062D01024,639.95,645,607,617.95,2078,EQ,617.95,624.5,1284913.85,30-JUL-2018,153,NA,NA,NA,NA
nse,2018-07-30,ALKALI,INE773I01017,65.5,67.85,64.6,66.55,3038,EQ,66.55,66.45,202927.15,30-JUL-2018,82,NA,NA,NA,NA
nse,2018-07-30,ALKEM,INE540L01014,2122,2139,2098.05,2116.4,261985,EQ,2129,2116.6,554077415.55,30-JUL-2018,7778,NA,NA,NA,NA
nse,2018-07-30,ALKYLAMINE,INE150B01021,693.15,697,682.5,692.2,1201,EQ,692,693.15,833723.8,30-JUL-2018,55,NA,NA,NA,NA
nse,2018-07-30,ALLCARGO,INE418H01029,118.75,121.9,118.05,118.95,372904,EQ,119.2,117.75,44838794.7,30-JUL-2018,3970,NA,NA,NA,NA
nse,2018-07-30,ALLSEC,INE835G01018,265.05,276,260.15,272.4,7182,EQ,270.1,269.45,1926616.05,30-JUL-2018,223,NA,NA,NA,NA
nse,2018-07-30,ALMONDZ,INE326B01027,28.2,29.5,28.15,28.6,1516,EQ,28.55,29.5,42987.8,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,ALOKTEXT,INE270A01011,4.2,4.2,4.2,4.2,1601372,BE,4.2,4,6725762.4,30-JUL-2018,722,NA,NA,NA,NA
nse,2018-07-30,ALPA,INE385I01010,26.4,26.4,25.7,26.05,6598,EQ,26,25.8,171809.45,30-JUL-2018,46,NA,NA,NA,NA
nse,2018-07-30,ALPHAGEO,INE137C01018,682,696,682,686.4,3762,EQ,688.6,685.9,2580360.2,30-JUL-2018,305,NA,NA,NA,NA
nse,2018-07-30,ALPSINDUS,INE093B01015,2.55,2.6,2.45,2.5,7666,BE,2.5,2.55,19510.1,30-JUL-2018,18,NA,NA,NA,NA
nse,2018-07-30,AMARAJABAT,INE885A01032,800,812.45,794.3,805.5,622226,EQ,810,792.35,501760808.45,30-JUL-2018,15702,NA,NA,NA,NA
nse,2018-07-30,AMBANIORG,INE00C501018,66.25,66.5,66.25,66.25,22000,ST,0,66.25,1458500,30-JUL-2018,11,NA,NA,NA,NA
nse,2018-07-30,AMBER,INE371P01015,950,960.05,945,950.7,3521,EQ,945,949.85,3361550.55,30-JUL-2018,422,NA,NA,NA,NA
nse,2018-07-30,AMBIKCO,INE540G01014,1276,1297.45,1265.05,1274.1,1553,EQ,1275,1275.55,1977627.5,30-JUL-2018,166,NA,NA,NA,NA
nse,2018-07-30,AMBUJACEM,INE079A01024,225.5,228.45,222.95,227,2775674,EQ,226.85,225.1,627488755.6,30-JUL-2018,32391,NA,NA,NA,NA
nse,2018-07-30,AMDIND,INE005I01014,20.3,21.8,20.15,21.8,11892,EQ,21.8,20.8,251191.1,30-JUL-2018,43,NA,NA,NA,NA
nse,2018-07-30,AMJLAND,INE606A01024,28.5,28.5,27.5,27.6,88114,EQ,27.65,27.95,2462731,30-JUL-2018,480,NA,NA,NA,NA
nse,2018-07-30,AMRUTANJAN,INE098F01031,276.85,276.85,270,270.9,3876,EQ,270.3,272.85,1052169.65,30-JUL-2018,150,NA,NA,NA,NA
nse,2018-07-30,AMTEKAUTO,INE130C01021,8.6,8.6,8.6,8.6,61691,BZ,8.6,8.2,530542.6,30-JUL-2018,161,NA,NA,NA,NA
nse,2018-07-30,ANANTRAJ,INE242C01024,41.1,41.95,40.6,41.7,317293,EQ,41.55,41.25,13095358.55,30-JUL-2018,1425,NA,NA,NA,NA
nse,2018-07-30,ANDHRABANK,INE434A01013,33.3,36.05,33.3,35.65,10899650,EQ,35.65,33.3,379700293.2,30-JUL-2018,20845,NA,NA,NA,NA
nse,2018-07-30,ANDHRACEMT,INE666E01012,9,9.3,8.8,8.9,94050,EQ,9.1,9.1,850476.15,30-JUL-2018,226,NA,NA,NA,NA
nse,2018-07-30,ANDHRSUGAR,INE715B01013,376,397,376,383.15,108821,EQ,381.95,357.85,41911433.6,30-JUL-2018,2503,NA,NA,NA,NA
nse,2018-07-30,ANGIND,INE017D01010,2.7,2.9,2.7,2.9,5532,BE,2.9,2.8,15094.4,30-JUL-2018,17,NA,NA,NA,NA
nse,2018-07-30,ANIKINDS,INE087B01017,32.2,32.2,32.2,32.2,2470,EQ,32.2,30.7,79534,30-JUL-2018,16,NA,NA,NA,NA
nse,2018-07-30,ANKITMETAL,INE106I01010,0.6,0.65,0.55,0.6,77497,BE,0.6,0.55,43483.4,30-JUL-2018,59,NA,NA,NA,NA
nse,2018-07-30,ANSALAPI,INE436A01026,15.6,16.8,15.6,16.4,62666,EQ,16.5,15.9,1021849.3,30-JUL-2018,204,NA,NA,NA,NA
nse,2018-07-30,ANSALHSG,INE880B01015,15.2,15.45,14.75,15.35,19626,EQ,15.3,15.1,299071,30-JUL-2018,107,NA,NA,NA,NA
nse,2018-07-30,ANTGRAPHIC,INE414B01021,0.5,0.6,0.5,0.6,63902,BE,0.6,0.55,36106.1,30-JUL-2018,35,NA,NA,NA,NA
nse,2018-07-30,APARINDS,INE372A01015,618.3,620,612.9,615.25,22657,EQ,615,620.7,13950192.65,30-JUL-2018,1900,NA,NA,NA,NA
nse,2018-07-30,APCL,INE071F01012,152.15,161.95,152.1,158.05,2410,EQ,158.05,153.45,382183.15,30-JUL-2018,107,NA,NA,NA,NA
nse,2018-07-30,APCOTEXIND,INE116A01024,570,578,561.95,564.5,19053,EQ,562.1,555.95,10814157.45,30-JUL-2018,964,NA,NA,NA,NA
nse,2018-07-30,APEX,INE346W01013,413.9,414,396.05,401.35,94913,EQ,401.8,412.8,38322105.35,30-JUL-2018,2555,NA,NA,NA,NA
nse,2018-07-30,APLAPOLLO,INE702C01019,1643.6,1645.75,1603,1606.4,6847,EQ,1603,1634.3,11118555.45,30-JUL-2018,864,NA,NA,NA,NA
nse,2018-07-30,APLLTD,INE901L01018,573.05,575,553,557,101185,EQ,555.35,570.5,56397306.6,30-JUL-2018,4657,NA,NA,NA,NA
nse,2018-07-30,APOLLO,INE713T01010,147.25,158.65,147,155.3,38304,EQ,154.6,149.1,5917533.8,30-JUL-2018,1024,NA,NA,NA,NA
nse,2018-07-30,APOLLOHOSP,INE437A01024,940,941,910.1,931.45,1201433,EQ,935.9,933.85,1109562194.5,30-JUL-2018,40246,NA,NA,NA,NA
nse,2018-07-30,APOLLOTYRE,INE438A01022,289.9,293,286.05,289.45,2175750,EQ,289.65,290.4,630210675.9,30-JUL-2018,21552,NA,NA,NA,NA
nse,2018-07-30,APOLSINHOT,INE451F01016,1292,1380,1292,1335.2,521,EQ,1340,1300,707719.8,30-JUL-2018,117,NA,NA,NA,NA
nse,2018-07-30,APTECHT,INE266F01018,250.35,255.25,243.65,251.3,294144,EQ,252.2,250.35,73116028.7,30-JUL-2018,4313,NA,NA,NA,NA
nse,2018-07-30,ARCHIDPLY,INE877I01016,59,60,56.7,58.8,5291,EQ,59,58.3,310794.1,30-JUL-2018,168,NA,NA,NA,NA
nse,2018-07-30,ARCHIES,INE731A01020,28.7,29.4,28.25,29.4,55266,EQ,29.4,28,1611792.55,30-JUL-2018,340,NA,NA,NA,NA
nse,2018-07-30,ARCOTECH,INE574I01035,12.8,13.5,12.8,13.4,165043,EQ,13.45,12.95,2196751.7,30-JUL-2018,577,NA,NA,NA,NA
nse,2018-07-30,ARIES,INE298I01015,108,118.65,107.05,117.05,43669,EQ,117.6,109.4,5020718.2,30-JUL-2018,1170,NA,NA,NA,NA
nse,2018-07-30,ARIHANT,INE413D01011,35.05,36.95,34.2,35.05,4210,EQ,35.1,36,148162.5,30-JUL-2018,43,NA,NA,NA,NA
nse,2018-07-30,ARIHANTSUP,INE643K01018,66.7,68.1,64.35,66.4,93356,EQ,64.55,66.3,6227252.35,30-JUL-2018,3588,NA,NA,NA,NA
nse,2018-07-30,ARMANFIN,INE109C01017,365.05,376,365.05,374.85,1382,EQ,375.45,370,513320.1,30-JUL-2018,39,NA,NA,NA,NA
nse,2018-07-30,AROGRANITE,INE210C01013,55.65,61.35,55.65,58.15,76218,EQ,58.6,56.2,4526733.15,30-JUL-2018,502,NA,NA,NA,NA
nse,2018-07-30,ARROWGREEN,INE570D01018,184,184,168.05,184,199041,EQ,184,175.25,35858879.55,30-JUL-2018,3142,NA,NA,NA,NA
nse,2018-07-30,ARROWTEX,INE933J01015,28,29.1,28,28.95,9698,EQ,29.1,28.1,277782.3,30-JUL-2018,68,NA,NA,NA,NA
nse,2018-07-30,ARSHIYA,INE968D01022,60.95,60.95,58.35,58.9,15217,EQ,59,58.15,902977.1,30-JUL-2018,161,NA,NA,NA,NA
nse,2018-07-30,ARSSINFRA,INE267I01010,24.45,24.65,24.45,24.65,3404,BE,24.65,23.5,83888.6,30-JUL-2018,15,NA,NA,NA,NA
nse,2018-07-30,ARVEE,INE006Z01016,56.55,56.55,56.55,56.55,2000,SM,56.55,51,113100,30-JUL-2018,1,NA,NA,NA,NA
nse,2018-07-30,ARVIND,INE034A01011,430,430,415.4,419.65,2005209,EQ,421,426.15,841584074.45,30-JUL-2018,47135,NA,NA,NA,NA
nse,2018-07-30,ARVSMART,INE034S01021,177.1,178.45,171.6,174.1,9494,EQ,173.45,178.8,1666557.4,30-JUL-2018,260,NA,NA,NA,NA
nse,2018-07-30,ASAHIINDIA,INE439A01020,330.95,335.95,329.15,331.95,33767,EQ,331,329,11218169.3,30-JUL-2018,678,NA,NA,NA,NA
nse,2018-07-30,ASAHISONG,INE228I01012,264.6,283.45,262,266.65,30352,EQ,266.9,249.95,8140343.7,30-JUL-2018,995,NA,NA,NA,NA
nse,2018-07-30,ASAL,INE900C01027,59,62.6,58.1,58.7,95500,EQ,58.1,58.45,5801354.55,30-JUL-2018,1396,NA,NA,NA,NA
nse,2018-07-30,ASHAPURMIN,INE348A01023,44.05,44.7,43.4,43.6,61122,EQ,43.5,43.75,2680395.25,30-JUL-2018,531,NA,NA,NA,NA
nse,2018-07-30,ASHIANA,INE365D01021,132,133.45,130.05,130.75,29700,EQ,130.75,131.8,3904705.35,30-JUL-2018,703,NA,NA,NA,NA
nse,2018-07-30,ASHIMASYN,INE440A01010,23,23.4,22.65,22.75,36940,EQ,22.65,22.8,844024.75,30-JUL-2018,194,NA,NA,NA,NA
nse,2018-07-30,ASHOKA,INE442H01029,150,152.55,149.5,151,563940,EQ,150.1,148.95,85152993.15,30-JUL-2018,1399,NA,NA,NA,NA
nse,2018-07-30,ASHOKLEY,INE208A01029,112.95,114.7,111.7,113,22155360,EQ,112.9,112.85,2509408305.4,30-JUL-2018,93022,NA,NA,NA,NA
nse,2018-07-30,ASIANHOTNR,INE363A01022,225,239.95,213.05,230.3,1122,EQ,237.95,231.45,257374.55,30-JUL-2018,59,NA,NA,NA,NA
nse,2018-07-30,ASIANPAINT,INE021A01026,1434.25,1451.85,1427,1430.2,750392,EQ,1430,1434.85,1080853169.1,30-JUL-2018,34298,NA,NA,NA,NA
nse,2018-07-30,ASIANTILES,INE022I01019,302.8,304.75,299,303.05,24878,EQ,303.5,301.95,7508989.3,30-JUL-2018,722,NA,NA,NA,NA
nse,2018-07-30,ASPINWALL,INE991I01015,254,269.85,254,264,3248,EQ,264,253.2,846337.15,30-JUL-2018,86,NA,NA,NA,NA
nse,2018-07-30,ASSAMCO,INE442A01024,3.55,3.65,3.5,3.65,267820,EQ,3.65,3.5,971826.75,30-JUL-2018,136,NA,NA,NA,NA
nse,2018-07-30,ASTEC,INE563J01010,663,675,636.25,644.9,25013,EQ,644.5,657.65,16348212.4,30-JUL-2018,1018,NA,NA,NA,NA
nse,2018-07-30,ASTERDM,INE914M01019,170,174.15,169.35,170.45,33496,EQ,170.25,169.5,5716530.8,30-JUL-2018,1139,NA,NA,NA,NA
nse,2018-07-30,ASTRAL,INE006I01046,1118.5,1169,1100,1111.55,88424,EQ,1104,1118.5,101477584.35,30-JUL-2018,10736,NA,NA,NA,NA
nse,2018-07-30,ASTRAMICRO,INE386C01029,103.7,106.3,101.7,105.05,594468,EQ,105,102.35,62074346.75,30-JUL-2018,5293,NA,NA,NA,NA
nse,2018-07-30,ASTRAZEN,INE203A01020,1501.15,1545,1500,1523.65,15085,EQ,1524,1509,22976402.7,30-JUL-2018,1595,NA,NA,NA,NA
nse,2018-07-30,ASTRON,INE646X01014,106.95,109.5,106.1,109.1,122261,EQ,109.05,105.35,13263503.9,30-JUL-2018,1205,NA,NA,NA,NA
nse,2018-07-30,ATFL,INE209A01019,636.4,648,625,633.9,21961,EQ,633.95,642.85,13920100.65,30-JUL-2018,882,NA,NA,NA,NA
nse,2018-07-30,ATLANTA,INE285H01022,41.9,41.9,41.9,41.9,13633,EQ,41.9,44.1,571222.7,30-JUL-2018,122,NA,NA,NA,NA
nse,2018-07-30,ATLASCYCLE,INE446A01025,138,139.9,132.5,137.75,4845,BE,137.8,135.8,667502.35,30-JUL-2018,75,NA,NA,NA,NA
nse,2018-07-30,ATUL,INE100A01010,2751,2769.95,2716,2740.05,5760,EQ,2738,2740.7,15796260.9,30-JUL-2018,844,NA,NA,NA,NA
nse,2018-07-30,ATULAUTO,INE951D01028,400,406.75,393,399.15,9636,EQ,399,407.25,3851461,30-JUL-2018,724,NA,NA,NA,NA
nse,2018-07-30,AUBANK,INE949L01017,636.4,644.8,636.4,640.25,1824310,EQ,641.5,636.4,1167622420.65,30-JUL-2018,3859,NA,NA,NA,NA
nse,2018-07-30,AURIONPRO,INE132H01018,195,201,195,199.35,6817,EQ,200.95,196.8,1356110.2,30-JUL-2018,215,NA,NA,NA,NA
nse,2018-07-30,AUROPHARMA,INE406A01037,591,607.8,587,603.9,1739240,EQ,604.5,591.05,1045953596.3,30-JUL-2018,32620,NA,NA,NA,NA
nse,2018-07-30,AUSOMENT,INE218C01016,74.35,74.4,71.15,71.5,2697,EQ,71.3,72.45,194575.1,30-JUL-2018,80,NA,NA,NA,NA
nse,2018-07-30,AUTOAXLES,INE449A01011,1203,1234.8,1203,1224.05,8596,EQ,1225,1210.95,10523460.1,30-JUL-2018,654,NA,NA,NA,NA
nse,2018-07-30,AUTOIND,INE718H01014,69,71,66.5,68.95,20283,EQ,69.5,66.7,1393193.5,30-JUL-2018,475,NA,NA,NA,NA
nse,2018-07-30,AUTOLITIND,INE448A01013,57.2,57.9,55.3,56.55,5517,EQ,56.5,56.9,314747.75,30-JUL-2018,103,NA,NA,NA,NA
nse,2018-07-30,AVADHSUGAR,INE349W01017,297.8,315.05,297.8,310.8,23787,EQ,312.75,297.75,7326575.05,30-JUL-2018,925,NA,NA,NA,NA
nse,2018-07-30,AVANTIFEED,INE871C01038,443,459,441,456.1,585262,EQ,457,443.55,265345134.3,30-JUL-2018,20308,NA,NA,NA,NA
nse,2018-07-30,AVONMPL,INE652Z01017,51.4,52.5,51.4,51.95,4000,ST,0,54,207800,30-JUL-2018,2,NA,NA,NA,NA
nse,2018-07-30,AVTNPL,INE488D01021,31.85,32.45,31.8,31.95,53755,EQ,31.9,31.85,1726521.5,30-JUL-2018,509,NA,NA,NA,NA
nse,2018-07-30,AXISBANK,INE238A01034,556.05,571.2,550.8,569.65,12949737,EQ,569,553.25,7295951105.3,30-JUL-2018,143343,NA,NA,NA,NA
nse,2018-07-30,AXISCADES,INE555B01013,114.95,118.4,114.15,116.25,54805,EQ,116.6,114.5,6387458.8,30-JUL-2018,899,NA,NA,NA,NA
nse,2018-07-30,AXISGOLD,INF846K01347,2649,2649,2635,2640,51,EQ,2640,2636,134698.2,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,AXISNIFTY,INF846K01ZL0,1137.54,1142.27,1137.22,1142.27,534,EQ,1142.27,1137.54,607904.68,30-JUL-2018,13,NA,NA,NA,NA
nse,2018-07-30,AYMSYNTEX,INE193B01039,45.15,46.4,45.1,45.85,31695,EQ,45.7,45.6,1443706.2,30-JUL-2018,54,NA,NA,NA,NA
nse,2018-07-30,BAFNAPHARM,INE878I01014,22,22.3,20.6,21.2,13540,EQ,21.2,21.7,291395.65,30-JUL-2018,124,NA,NA,NA,NA
nse,2018-07-30,BAGFILMS,INE116D01028,4.6,4.6,4.35,4.4,88812,EQ,4.4,4.5,390309.05,30-JUL-2018,80,NA,NA,NA,NA
nse,2018-07-30,BAJAJ-AUTO,INE917I01010,2686.95,2699,2655.5,2673.15,546935,EQ,2668.95,2686.75,1463921726.5,30-JUL-2018,35726,NA,NA,NA,NA
nse,2018-07-30,BAJAJCORP,INE933K01021,410,416.35,407.05,408.6,24896,EQ,408.4,404.95,10202217.75,30-JUL-2018,2372,NA,NA,NA,NA
nse,2018-07-30,BAJAJELEC,INE193E01025,608.8,618.7,595.3,608.55,623883,EQ,607.65,609.3,378824325.2,30-JUL-2018,17948,NA,NA,NA,NA
nse,2018-07-30,BAJAJFINSV,INE918I01018,6964,6978.65,6861.05,6895.85,121952,EQ,6908,6927.2,842635004.2,30-JUL-2018,13165,NA,NA,NA,NA
nse,2018-07-30,BAJAJHIND,INE306A01021,6.65,6.7,6.6,6.65,681548,EQ,6.65,6.6,4542085.15,30-JUL-2018,1592,NA,NA,NA,NA
