SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,date,exchange
500228,JSWSL,A,Q,321.45,327.6,310.6,316.65,316.65,318.3,5541,514622,164869837,NA,2018-07-25,bse
500231,UMANG DAIR,B,Q,79.5,80,78.05,78.55,78.55,78.7,40,2476,196011,NA,2018-07-25,bse
500233,KAJARIA CER.,A,Q,432,448.7,427.6,444.85,444.85,432.6,3426,404082,176088933,NA,2018-07-25,bse
500234,KAKATIYA CEM,B,Q,249,249,238.15,239.1,239.1,250.9,132,2312,558806,NA,2018-07-25,bse
500235,KALYANI STEL,B,Q,256.8,259,250.7,252.5,252.5,251,404,9578,2445147,NA,2018-07-25,bse
500238,WHIRLPOOL,A,Q,1705,1709.95,1660,1666.25,1666.25,1689.65,382,3093,5224749,NA,2018-07-25,bse
500239,KG DENIM,X,Q,34.3,36,33.5,35.25,35.95,34.65,55,8588,298633,NA,2018-07-25,bse
500240,KINETIC ENG.,X,Q,51,52,50.75,52,52,52.35,30,4422,229563,NA,2018-07-25,bse
500241,KIRL.BROS.,B,Q,279.95,283,277,278,277,275.55,26,356,99191,NA,2018-07-25,bse
500243,KIRL INDUS,B,Q,1099,1099.95,1087.5,1087.5,1087.5,1092,4,14,15367,NA,2018-07-25,bse
500245,KIRL.FERROUS,B,Q,86,91.15,85,85.4,85.4,85,3401,555601,49394829,NA,2018-07-25,bse
500246,ENVAIN ELECT,XT,Q,78.6,78.6,78.6,78.6,78.6,77.1,28,4742,372721,NA,2018-07-25,bse
500247,KOTAK MAH.BK,A,Q,1313,1320,1294.6,1314.8,1314.8,1313.35,3021,71222,93203201,NA,2018-07-25,bse
500249,KSB PUMPS,B,Q,822,857.45,816,820.35,828,794.2,415,3919,3264410,NA,2018-07-25,bse
500250,L.G.BALKRISH,B,Q,485.95,499.95,482,488.25,488.25,475.25,128,1656,810344,NA,2018-07-25,bse
500251,TRENT LTD.,A,Q,337.2,351.5,337,349.45,347.05,339.6,536,15381,5351927,NA,2018-07-25,bse
500252,LAKSHMI MACH,A,Q,7769.45,7820.9,7725,7753.8,7753.8,7778.85,163,530,4117676,NA,2018-07-25,bse
500253,LIC HOUS.FIN,A,Q,540,540.05,525.3,526.35,526.35,537.5,1030,40264,21383117,NA,2018-07-25,bse
500254,UTTAMVALUE,T,Q,0.19,0.19,0.19,0.19,0.19,0.19,23,19216,3651,NA,2018-07-25,bse
500257,LUPIN LTD.,A,Q,821.1,823,796.2,800,800,821.1,2635,103434,83381593,NA,2018-07-25,bse
500259,LYKA LABS,B,Q,37.5,44,37.1,41.5,41.5,37,788,128388,5334979,NA,2018-07-25,bse
500260,RAMCOCEM,A,Q,694,699.95,687,692.3,688,687.4,209,4129,2864919,NA,2018-07-25,bse
500264,MAFATLAL IND,X,Q,216.15,229.9,212.05,215.8,215.55,218.35,28,1100,238596,NA,2018-07-25,bse
500265,MAH.SEAMLESS,B,Q,454.95,480,448.6,464.25,464.2,451.3,144,3369,1568544,NA,2018-07-25,bse
500266,MAH.SCOOTER,B,Q,3088,3121,3034.15,3054.2,3066.85,3002.2,135,1028,3158980,NA,2018-07-25,bse
500267,MAJESTIC AUT,X,Q,125.2,126,125.2,126,126,124.85,2,231,29082,NA,2018-07-25,bse
500268,MANALI PETRO,B,Q,45.5,45.65,43.45,43.9,43.9,45,1488,360374,15981551,NA,2018-07-25,bse
500271,MFSL,A,Q,468.4,471.5,458,460.45,464,468.4,931,26146,12122528,NA,2018-07-25,bse
500279,MIRC ELECT,B,Q,33.65,34.5,33.1,33.9,33.9,32.9,422,126353,4319497,NA,2018-07-25,bse
500280,CENTURY ENKA,B,Q,253.3,262,250,255.8,255.95,253.45,549,24739,6372738,NA,2018-07-25,bse
500284,LORDS CHLORO,XT,Q,42.55,42.7,42.55,42.7,42.7,43.1,3,76,3233,NA,2018-07-25,bse
500285,SPICEJET LTD,B,Q,110.5,110.9,108.3,108.95,108.95,110.4,10003,763362,83702704,NA,2018-07-25,bse
500288,MOREPEN LAB.,B,Q,29.15,29.6,28.7,29,28.95,28.6,383,116412,3400546,NA,2018-07-25,bse
500290,MRF LTD.,A,Q,77449,78800,77448.8,78077.05,77900,77609.6,218,283,22125233,NA,2018-07-25,bse
500292,HEIDEL CEM,A,Q,153.2,156.15,150,150.9,150.9,148.1,520,33522,5098321,NA,2018-07-25,bse
500294,NCC,A,Q,90.1,93.75,87.6,92.3,92.3,90.35,6188,1669398,153123905,NA,2018-07-25,bse
500295,VEDL,A,Q,216.9,221.6,216.85,218.95,218.95,216.15,6242,3016824,660450513,NA,2018-07-25,bse
500296,NAHAR SPG.,B,Q,85,88.95,85,87.05,87.05,86.75,56,8180,711696,NA,2018-07-25,bse
500298,NAT.PEROXIDE,B,Q,3427,3427.2,3307,3427.2,3427.2,3264,790,11318,38572354,NA,2018-07-25,bse
500300,GRASIM IND.,A,Q,996.5,1005.05,969.5,984.45,984.45,997.5,1431,32122,31638091,NA,2018-07-25,bse
500302,PEL,A,Q,2725,2736.9,2687.35,2693.8,2693.8,2718.9,651,7019,19017908,NA,2018-07-25,bse
500304,NIIT LTD.,A,Q,96.5,101.95,96,97.8,97.8,96.9,2067,186632,18532596,NA,2018-07-25,bse
500306,JAYKAY,X,Q,5.8,6.23,5.72,6.22,6.2,5.97,30,3152,19397,NA,2018-07-25,bse
500307,NIRLON,B,Q,192.6,193.55,192.6,192.6,192.6,190,28,4803,925203,NA,2018-07-25,bse
500312,ONGC CORPN,A,Q,157.5,160.7,157.3,159,159,157.1,2397,219029,34840141,NA,2018-07-25,bse
500313,OIL COUNTRY,B,Q,20.2,20.5,19.5,19.95,19.95,19.9,164,10315,206432,NA,2018-07-25,bse
500314,ORIENT HOTEL,B,Q,46.1,47,45.65,45.8,46,46,72,5446,251265,NA,2018-07-25,bse
500315,ORINTAL BANK,A,Q,74.55,77.6,70.9,73,73,74.15,5189,1287113,94763488,NA,2018-07-25,bse
500317,OSWAL AGRO.,B,Q,11.25,11.5,10.86,11.11,11.11,10.88,111,24334,272520,NA,2018-07-25,bse
500319,INDIAN SUCRO,XT,Q,15.5,15.55,15.5,15.55,15.55,15.85,2,450,6985,NA,2018-07-25,bse
500322,PANYAM CEMEN,X,Q,20.85,20.85,19.5,20.05,20.1,19.7,34,7685,154157,NA,2018-07-25,bse
500325,RELIANCE,A,Q,1112.25,1122.3,1104.55,1114.05,1114.05,1110.55,5802,265010,295787919,NA,2018-07-25,bse
500327,PILITA,B,Q,8.75,8.76,8.51,8.72,8.65,8.49,41,10882,94400,NA,2018-07-25,bse
500329,PENTAMED.G,XT,Q,0.37,0.39,0.37,0.37,0.39,0.38,42,33454,12504,NA,2018-07-25,bse
500330,RAYMOND,A,Q,840,854,830.25,843.75,843.75,836.25,1152,77203,65112357,NA,2018-07-25,bse
500331,PIDILITE,A,Q,1085,1123,1077.5,1116.95,1116.95,1076.35,2157,115870,126566149,NA,2018-07-25,bse
500333,PIX TRANS,X,Q,158.45,159,154.15,158.25,157.25,154.65,78,5808,918557,NA,2018-07-25,bse
500335,BIRLA CORPN.,B,Q,743,770,700,751.65,750,742.3,914,7304,5464644,NA,2018-07-25,bse
500336,SURYA ROSHNI,B,Q,350.1,358.9,350,353.75,353.75,350.35,310,10526,3736139,NA,2018-07-25,bse
500337,PRIME SECUR.,B,Q,38.75,40.5,36.75,39.35,39,38.95,244,73172,2849737,NA,2018-07-25,bse
500338,PRSMJOHNSN,B,Q,104,104,99.65,100.55,100.55,101.85,199,24986,2520262,NA,2018-07-25,bse
500339,RAIN,T,Q,197.95,197.95,195.2,197.95,197.95,188.55,426,71480,14140533,NA,2018-07-25,bse
500343,AMJLAND,B,Q,26,27,25.35,26.35,26.35,25.15,78,34316,900219,NA,2018-07-25,bse
500346,PUN.COMMUNI.,B,Q,31.4,31.4,31.4,31.4,31.4,29.5,1,1,31,NA,2018-07-25,bse
500350,RSWM  LTD,B,Q,258,261.9,252,256.05,257.9,258,23,384,98581,NA,2018-07-25,bse
500354,RAJSH.SUGAR,B,Q,22,23,22,22.85,22.85,21.4,19,2402,54602,NA,2018-07-25,bse
500355,RALLIS INDIA,A,Q,192,192,189,189.6,189.6,190.85,227,7890,1502425,NA,2018-07-25,bse
500356,RAMANEWS,B,Q,25.9,25.9,25,25,25,25.55,42,13064,331050,NA,2018-07-25,bse
500357,RAMA PAPER,XT,Q,10,10,9.6,9.96,9.96,10.08,4,700,6974,NA,2018-07-25,bse
500360,RAPICUT CARB,X,Q,57.05,61.75,57.05,59,59,60,13,1493,89649,NA,2018-07-25,bse
500365,RMGALLOY,X,Q,20,20.95,19.5,20.5,20.5,20.45,57,36170,724351,NA,2018-07-25,bse
500366,ROLTA (I),B,Q,36.95,37.15,36.2,36.5,36.5,36.9,521,99969,3657189,NA,2018-07-25,bse
500367,RUBFILA INT.,X,Q,65.65,66.95,64.4,65,65,66.9,39,5528,359961,NA,2018-07-25,bse
500368,RUCHI SOYA,B,Q,8.9,9.05,8.5,8.84,8.8,8.9,370,322455,2852900,NA,2018-07-25,bse
500371,SAMTEL IND.,XT,Q,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,NA,2018-07-25,bse
500378,JINDAL SAW,A,Q,83,84.5,81.7,83.95,83.95,81.45,1763,227819,18949220,NA,2018-07-25,bse
500380,JK LAKSHMI,A,Q,336.35,336.75,325.2,327.6,329,333.2,119,2268,754991,NA,2018-07-25,bse
500387,SHREE CEMENT,A,Q,17760,17760,17444,17487.95,17470.1,17758.85,211,512,8967133,NA,2018-07-25,bse
500390,REL INFRA,A,Q,399,405.1,393.8,398,398,399.3,1966,138351,55169354,NA,2018-07-25,bse
500394,SOLID CARBID,XT,Q,0.31,0.31,0.31,0.31,0.31,0.31,1,1,0,NA,2018-07-25,bse
500399,STEELCO GUJ.,X,Q,4.72,4.72,4.36,4.47,4.72,4.5,22,1954,8915,NA,2018-07-25,bse
500400,TATA POWER,A,Q,68,69.45,67.55,67.8,67.8,67.9,1127,172385,11803839,NA,2018-07-25,bse
500402,SPMLINFRA,B,Q,75.5,77.85,74.5,75.15,75.95,75,201,18125,1368264,NA,2018-07-25,bse
500403,SUNDARAM FAS,A,Q,641.95,645,635,637.65,644.9,640.35,278,4978,3197255,NA,2018-07-25,bse
500404,SUNFLAG IRON,B,Q,56.65,57.2,54.25,55.45,55.45,55.45,186,36016,2026054,NA,2018-07-25,bse
500405,SUPREME PET,B,Q,276,281,274.05,279,277.65,275.15,53,680,188585,NA,2018-07-25,bse
500407,SWARAJ ENGIN,B,Q,1774.95,1777.45,1740,1740.2,1740,1729.25,17,180,315514,NA,2018-07-25,bse
500408,TATA ELXSI,A,Q,1376,1478,1328.6,1464.45,1454.1,1378.35,11765,363151,517601256,NA,2018-07-25,bse
500410,ACC LTD,A,Q,1479,1494.75,1447.2,1469.15,1469.15,1473.25,5036,84595,124124205,NA,2018-07-25,bse
500411,THERMAX,A,Q,1070.05,1125,1070.05,1112.75,1112.75,1064.25,340,2562,2850301,NA,2018-07-25,bse
500412,THIRUMALAI,B,Q,1368,1492,1330.85,1453.55,1453.55,1367.4,4422,54972,78691745,NA,2018-07-25,bse
500413,THOMAS COOK,B,Q,270.15,272.6,268.55,271.3,270.05,270.8,171,9377,2529473,NA,2018-07-25,bse
500414,TIMEX GROUP,X,Q,45.5,45.5,44.1,44.25,44.75,46.25,23,3487,157469,NA,2018-07-25,bse
500418,TOKYO PLAST,B,Q,63.55,66.4,62,65.8,64.7,64.75,67,1274,83026,NA,2018-07-25,bse
500420,TORRENT PHAR,A,Q,1485,1485,1463,1475.95,1472,1466.4,561,3875,5719814,NA,2018-07-25,bse
500422,TRANSCHEM,X,Q,28.25,28.95,28,28.1,28,29.6,12,922,25985,NA,2018-07-25,bse
500425,AMBUJA CEME,A,Q,215,216.6,206.25,209.5,209.5,212.7,4599,720470,152288846,NA,2018-07-25,bse
500426,UTLINDS,XT,Q,15.05,15.05,14,14.4,14.4,14.35,25,10210,143128,NA,2018-07-25,bse
500429,UNIPHOS ENT.,B,Q,78.05,82.4,78.05,79.45,78.4,80,32,1804,145603,NA,2018-07-25,bse
500439,VARD HOLDNG,B,Q,2715.05,2715.05,2686,2703.1,2686,2746.8,14,16,43249,NA,2018-07-25,bse
500440,HINDALCO,A,Q,208.25,213.25,207.1,208.95,208.95,207.65,3479,527499,111068904,NA,2018-07-25,bse
500444,WEST COAS PA,B,Q,268,280,266.3,275.9,275.9,267.25,310,25087,6899391,NA,2018-07-25,bse
500449,HIND.ORG.CHM,B,Q,19.5,20.2,19,19.5,19.5,19.5,143,25265,499388,NA,2018-07-25,bse
500450,MPIL CORP L,X,Q,145.5,160,145.5,145.6,145.6,152.7,5,34,5049,NA,2018-07-25,bse
500456,PAS.ACRYLON,X,Q,19.9,19.9,19.05,19.1,19.1,19.45,98,21808,421493,NA,2018-07-25,bse
500459,PROCTER &GAM,A,Q,10630,10676.95,10525.1,10599.75,10627,10550.5,94,4252,45069106,NA,2018-07-25,bse
500460,MUKAND LTD.,B,Q,60.25,61.15,60.05,60.25,60.25,60.3,57,16988,1027907,NA,2018-07-25,bse
500463,AGCNET,B,Q,110.35,121,110,120,120,110.3,26,2952,346236,NA,2018-07-25,bse
500464,UCAL FUEL,B,Q,205,207,200.05,203.25,200.1,204.3,86,5069,1037846,NA,2018-07-25,bse
500467,HARR.MALAYAL,B,Q,89.65,91.2,88.2,88.5,88.5,86.25,423,33005,2963559,NA,2018-07-25,bse
500469,FEDERAL BANK,A,Q,87.85,88.65,86.3,86.9,86.9,87.7,1321,431608,37839864,NA,2018-07-25,bse
500470,TATA STEEL,A,Q,529.75,536.4,529.2,534.55,534.55,526.7,6156,452176,241192263,NA,2018-07-25,bse
500472,SKF INDIA,A,Q,1665,1665,1610,1625,1616,1661.8,463,3183,5192297,NA,2018-07-25,bse
500477,ASHOK LEYL.,A,Q,113.9,113.9,109.6,110.15,110.15,112.75,9003,2043549,227398144,NA,2018-07-25,bse
500480,CUMMINS (I),A,Q,667.55,681,661.55,670.5,665.7,667.55,910,14169,9507191,NA,2018-07-25,bse
500483,TATA COMM,A,Q,588.5,592.8,572.15,577.9,572.5,589.55,268,8283,4816218,NA,2018-07-25,bse
500488,ABBOTT (I),B,Q,7349,7380,7270,7350.15,7380,7268.5,131,495,3625822,NA,2018-07-25,bse
500490,BAJ HOLD INV,A,Q,3009.35,3050,2896.7,2939.55,2939.55,2992.4,701,7302,21441094,NA,2018-07-25,bse
500493,BHARAT FORGE,A,Q,607.55,632,605.05,619.3,619.3,606,1836,68590,42619709,NA,2018-07-25,bse
500495,ESCORTS LTD.,A,Q,876.3,901,870.3,886.4,886.4,870.95,5761,182652,162190958,NA,2018-07-25,bse
500500,HIND.MOTORS,B,Q,7.18,7.18,6.85,7.03,7.03,7.01,47,13695,96263,NA,2018-07-25,bse
500510,LARSEN & TOU,A,Q,1335,1335,1315.5,1320.05,1320.05,1322.55,4935,142185,188521052,NA,2018-07-25,bse
500520,MAH & MAH,A,Q,925,925.2,907.65,909.45,909.45,920.4,1545,65197,59601081,NA,2018-07-25,bse
500530,BOSCH LTD,A,Q,18699.75,19114.85,18442.75,19021.75,18750,18692.3,366,3700,69511300,NA,2018-07-25,bse
500540,PREMIER LTD,B,Q,14.1,17.4,14.05,17.08,16.85,14.9,74,3848,59277,NA,2018-07-25,bse
500547,BHARAT PET.,A,Q,396,399,389.25,395.55,394.9,397.1,1410,79016,31158630,NA,2018-07-25,bse
500550,SIEMENS LTD.,A,Q,977,979,956.55,960.5,966,963.95,533,8178,7900164,NA,2018-07-25,bse
500570,TATA MOTORS,A,Q,259.5,261.75,256.1,257.3,257.3,259.2,4955,557669,143947481,NA,2018-07-25,bse
500575,VOLTAS LTD,A,Q,585,585.45,566.05,570.1,570.5,585.15,975,49000,28040191,NA,2018-07-25,bse
500620,GREAT EASTE,A,Q,293,294.55,290,292.95,292.95,288,199,3153,922940,NA,2018-07-25,bse
500645,DEEPAK FERT.,A,Q,269,272.75,262.85,263.6,263.1,267.2,343,8236,2194820,NA,2018-07-25,bse
500650,EXCEL INDUST,B,Q,1349,1389,1349,1379.85,1361,1336.35,206,1686,2310385,NA,2018-07-25,bse
500655,GARWARE POLY,X,Q,152,157.7,151,151.3,151.2,157.85,40,1623,246975,NA,2018-07-25,bse
500660,GLAXOSMITH,A,Q,3151.1,3185.25,3091.25,3127.65,3127.65,3150.9,1394,8145,25494579,NA,2018-07-25,bse
500670,GUJ.NARMADA,A,Q,417.5,417.95,408,408.75,408.75,415.85,1805,97055,39916639,NA,2018-07-25,bse
500672,NOVARTIS,B,Q,649.75,655.05,640.05,645.15,645.15,647.9,200,4183,2701342,NA,2018-07-25,bse
500674,SANOFI,A,Q,5625,5625,5583.2,5613.1,5620,5573.4,64,208,1167606,NA,2018-07-25,bse
500676,GLAXOSMITHKL,A,Q,6429,6549.95,6330,6533.1,6530.05,6417.55,509,1707,11032958,NA,2018-07-25,bse
500680,PFIZER LTD.,A,Q,2575,2700,2561.8,2669.5,2669.5,2570.9,449,2594,6840632,NA,2018-07-25,bse
500690,GUJ.ST.FERT,A,Q,110,110.9,108,108.45,108.45,109.85,1188,220018,24003774,NA,2018-07-25,bse
500696,HIND UNI LT,A,Q,1668,1678,1641.3,1655.35,1654.1,1668,7854,123720,204231013,NA,2018-07-25,bse
500710,AKZOINDIA,B,Q,1835,1840,1811.5,1831.25,1840,1844.9,275,4540,8291621,XD,2018-07-25,bse
500730,NOCIL LTD,B,Q,181,185.75,175.95,178.55,178.55,179.35,4062,361083,65590321,NA,2018-07-25,bse
500770,TATA CHEM.,A,Q,675.35,677.7,666.05,672.9,672.9,670.1,649,14704,9898901,NA,2018-07-25,bse
500777,T.P.L.,B,Q,34.05,34.7,32.7,32.95,32.95,33.8,271,65929,2225348,NA,2018-07-25,bse
500780,ZUARIGLOB,B,Q,131.65,132.75,126,127.95,127.95,130,121,5104,663533,NA,2018-07-25,bse
500790,NESTLE (I),A,Q,10330.7,10352.1,10192.55,10269.55,10251.85,10298.15,258,924,9505777,NA,2018-07-25,bse
500800,TATAGLOBAL,A,Q,247.85,248.35,236,237.3,237.3,245.9,949,105553,25497825,NA,2018-07-25,bse
500820,ASIAN PAINTS,A,Q,1454,1488.6,1423.45,1450.3,1445.4,1466.7,8758,235220,342309539,NA,2018-07-25,bse
500825,BRITANIA IND,A,Q,6476.95,6524.95,6440,6443.7,6443.7,6462.45,691,5959,38593787,NA,2018-07-25,bse
500830,COLGATE PALM,A,Q,1125,1126.5,1117.55,1124.7,1124.7,1118.85,1350,32742,36811753,NA,2018-07-25,bse
500840,EIH LTD.,B,Q,164.15,164.15,159.1,160.6,160.75,162.75,63,4221,681607,NA,2018-07-25,bse
500850,INDIAN HOTEL,A,Q,128,132.85,127.85,130.35,130.35,128.7,694,276817,35826117,NA,2018-07-25,bse
500870,CASTROL,A,Q,165.6,165.95,162.45,163.75,163.75,165.65,1676,113013,18544739,NA,2018-07-25,bse
500875,ITC LTD.,A,Q,284.7,286.9,283.2,286.05,286.05,284.25,4864,668234,190891815,NA,2018-07-25,bse
500877,APOLLO TYRES,A,Q,274,282.5,271.25,276.7,276.7,274.7,1830,231642,64031304,NA,2018-07-25,bse
500878,CEAT LIMITED,A,Q,1349,1380,1341.6,1356.95,1356.95,1334.65,2680,71094,96944163,NA,2018-07-25,bse
500940,FINOLEX IND.,A,Q,544.25,552.8,544,546.45,548.95,544.1,234,2108,1150925,NA,2018-07-25,bse
501148,DALAL ST INV,XT,Q,133.65,136.3,131,136.3,136.3,133.65,4,30,3980,NA,2018-07-25,bse
501150,CENTRUM CAP,B,Q,54.15,54.15,53.15,53.4,53.15,53.6,127,46738,2502035,NA,2018-07-25,bse
501179,OSCAR INV.,XT,Q,61.65,61.65,61.65,61.65,61.65,64.85,1,5,308,NA,2018-07-25,bse
501242,TCI FINANCE,B,Q,20.1,21.85,20.1,20.85,20.8,21.25,27,1016,21637,NA,2018-07-25,bse
501298,INDUS.&PRUD.,X,Q,1185,1248.45,1185,1210.05,1210.05,1170,5,15,17938,NA,2018-07-25,bse
501301,TATA INVEST.,B,Q,811.3,814.8,800,804.9,804.9,801.6,332,7792,6290787,NA,2018-07-25,bse
501343,MOTOR&GEN.FI,B,Q,47,47,42.6,44.45,44.4,44.8,27,234,10038,NA,2018-07-25,bse
501370,WALCHAND PF,X,Q,108,112,104,104.6,105,110.25,38,3146,335039,NA,2018-07-25,bse
501391,W.H.BRADY,X,Q,141.5,141.5,135.1,138.5,138.5,141.85,3,61,8368,NA,2018-07-25,bse
501421,SOLIX TECHNO,XT,Q,49.45,51.4,49.45,49.45,49.45,50.45,6,603,29822,NA,2018-07-25,bse
501423,SHA ENG PLA,X,Q,1270,1325,1270,1274.7,1272,1260,66,1451,1875192,NA,2018-07-25,bse
501425,BOM.BURMAH,A,Q,1495,1545,1490,1501.8,1501.8,1493.05,729,14903,22527967,NA,2018-07-25,bse
501430,BOM.CYCLE,X,Q,1665,1680,1636.6,1636.6,1636.6,1600,8,12,19795,NA,2018-07-25,bse
501455,GREAVES COTT,A,Q,145,145.15,143.35,143.75,143.35,144.85,199,20337,2933849,NA,2018-07-25,bse
501700,INDIA NIVEH,X,Q,47.35,47.4,47.35,47.4,47.35,47.35,28,4679,221684,NA,2018-07-25,bse
501833,CHOWGULE ST,XT,Q,9.78,10.25,9.78,10.25,10.25,10.29,4,310,3034,NA,2018-07-25,bse
501848,GLOBAL OFFS,B,Q,17,17.95,17,17.95,17.95,17.1,45,8039,142881,NA,2018-07-25,bse
501945,DHENUBUILD,X,Q,2.67,2.67,2.67,2.67,2.67,2.62,1,10,26,NA,2018-07-25,bse
502015,ASIIL,X,Q,24.25,24.25,22.5,22.55,22.5,23.2,32,5544,125876,NA,2018-07-25,bse
502090,SAGAR CEM.,B,Q,777,791.5,764.7,770.1,770,779.65,41,590,456057,NA,2018-07-25,bse
502137,DECAN CEMENT,B,Q,439.95,450,433,439.45,439.45,439.95,13,670,296755,NA,2018-07-25,bse
502157,MANGALAM CEM,B,Q,225.6,228,215.4,216.1,216.1,223.1,47,11818,2603970,NA,2018-07-25,bse
502165,OCL INDIA L,B,Q,1194.9,1225,1175,1201.7,1182,1192.75,62,1566,1887994,NA,2018-07-25,bse
502168,N C L IND.,B,Q,161.45,161.45,157.6,158.75,158.75,162.25,27,669,106360,NA,2018-07-25,bse
502175,SAURAS.CEM.,X,Q,60.25,61,58.05,59.2,58.3,60.25,132,25224,1507144,NA,2018-07-25,bse
502180,SRI DIGV CEM,X,Q,27,27.45,26.2,26.6,26.75,26.85,331,121390,3260152,NA,2018-07-25,bse
502219,BOROSIL GLAS,B,Q,1190.05,1200.85,1156,1164.55,1164.55,1167.6,1972,36641,43073784,NA,2018-07-25,bse
502281,TRIVENI GLAS,XT,Q,12.13,12.13,11.8,11.82,12,11.56,9,913,10991,NA,2018-07-25,bse
502330,IPAPPM,B,Q,323.55,335.45,323.55,328.85,328.85,321.2,131,3057,1006763,NA,2018-07-25,bse
502355,BALKRISH IND,A,Q,1208.2,1233.85,1193,1198.85,1195,1207.05,1014,20411,24827112,NA,2018-07-25,bse
502407,NATH PULP,X,Q,40,44.55,40,42,42,42,8,131,5468,NA,2018-07-25,bse
502420,ORIENT PAPER,B,Q,29.25,29.25,28.5,28.6,28.65,29.35,72,18301,527682,NA,2018-07-25,bse
502445,CITADEL,X,Q,42.5,42.5,33.5,36.25,36.85,36.5,26,850,29398,XD,2018-07-25,bse
502448,ROLLATAINER,B,Q,3.45,3.48,3.3,3.4,3.4,3.33,19,5006,17043,NA,2018-07-25,bse
502450,SESHA.PAPER,B,Q,866.8,878,866.8,878,878,857,4,17,14779,NA,2018-07-25,bse
502587,RAMA PULP,X,Q,51.5,51.5,50,50.7,51,49.1,14,3365,170872,NA,2018-07-25,bse
502589,VAPI PAPER,XT,Q,13.85,13.85,13.85,13.85,13.85,14.1,1,10,138,NA,2018-07-25,bse
502742,SINTEX IND.,A,Q,14.38,14.52,13.8,13.92,13.92,14.13,2261,1418472,20150475,NA,2018-07-25,bse
502820,DCM LTD.,B,Q,95.8,101.5,89.15,90.55,91,92.15,329,13261,1267715,NA,2018-07-25,bse
502865,FORBES & CO,B,Q,2420,2421.8,2420,2421.8,2421.8,2306.5,16,169,409188,NA,2018-07-25,bse
502873,H.P.COTTON,X,Q,35.5,40,34.65,39.9,39.9,38.4,5,211,7406,NA,2018-07-25,bse
502933,KATARE SPG.,XT,Q,12.82,12.82,12.82,12.82,12.82,13.49,1,500,6410,NA,2018-07-25,bse
502937,KESORAM IND,B,Q,76.5,77.5,75.5,76.55,76.55,76,303,26327,2013851,NA,2018-07-25,bse
502958,LAKSHMI MILL,X,Q,3300,3300,3199.8,3199.8,3199.8,3230,2,6,19299,NA,2018-07-25,bse
502986,VARDH TEXT,B,Q,1198.45,1225.5,1195.05,1197.15,1200,1203.4,58,258,311214,NA,2018-07-25,bse
503015,MODERN INDIA,X,Q,31.3,31.3,31.3,31.3,31.3,31.3,2,200,6260,NA,2018-07-25,bse
503031,PENLAND LTD,B,Q,16.35,16.65,16.05,16.2,16.3,16.2,140,35400,578306,NA,2018-07-25,bse
503100,PHOENIX MILL,B,Q,629.8,637.45,624,625.6,625,637.4,115,157814,99382317,NA,2018-07-25,bse
503101,MARATHON NEX,B,Q,160,170,157.4,166.35,164.95,156.85,47,1638,270589,NA,2018-07-25,bse
503162,REL.CHEMOTX,X,Q,68.1,68.75,68.1,68.7,68.65,67.6,4,62,4242,NA,2018-07-25,bse
503169,RUBY MILLS,B,Q,313,353.9,312,336,336,314.95,364,4479,1522911,NA,2018-07-25,bse
503229,SIMPLEX REAL,X,Q,80.05,80.05,80.05,80.05,80.05,84,1,100,8005,NA,2018-07-25,bse
503310,SWAN ENG,A,Q,161.9,163.2,159.2,160.45,160.1,163.15,166,49382,7997081,NA,2018-07-25,bse
503349,VICTORIA MIL,X,Q,2900,3095.9,2900,3024.4,3095.9,2900,5,8,24070,NA,2018-07-25,bse
503624,SVARAJ TRAD,XT,Q,186.55,186.55,186.55,186.55,186.55,186.55,2,30000,5596500,NA,2018-07-25,bse
503657,VEER ENERGY,X,Q,13.44,13.44,12.8,12.87,12.85,12.97,49,5447,70463,NA,2018-07-25,bse
503722,BANSW.SYNTEX,B,Q,85,87,84.1,86.6,86.6,86,16,426,36387,NA,2018-07-25,bse
503776,MODIPON,XT,Q,12.5,12.61,12.5,12.61,12.61,12.5,2,100,1255,NA,2018-07-25,bse
503804,SHRI DINESH,X,Q,142,142,142,142,142,137.3,1,25,3550,NA,2018-07-25,bse
503806,SRF LIMITED,A,Q,1650.65,1692.85,1622,1664.7,1664.7,1640.7,1264,28026,46582144,NA,2018-07-25,bse
503811,SIYARAM SILK,B,Q,538.65,540,526.2,529,529,528.05,57,680,363353,NA,2018-07-25,bse
503831,FOMENTO HOTE,X,Q,116,116,113,116,116,115,6,58,6719,NA,2018-07-25,bse
503837,SHREE RAJSYN,X,Q,8.59,8.59,8.59,8.59,8.59,8.19,4,1616,13881,NA,2018-07-25,bse
503960,BHARAT BIJLE,B,Q,1150,1189,1150,1173.55,1173.55,1146.5,169,1478,1724189,NA,2018-07-25,bse
504000,ELPRO INTER,X,Q,51,51,48.5,48.75,48.75,49.3,29,4615,225525,NA,2018-07-25,bse
504008,EMCO LTD.,B,Q,6.84,6.87,6.68,6.7,6.68,6.55,41,21597,147796,NA,2018-07-25,bse
504028,GEE LTD,X,Q,30,31.5,30,31,31,30.2,14,3033,94049,NA,2018-07-25,bse
504036,HIND.RECT,B,Q,117,117.5,115,116.05,116.05,117.4,26,1016,118362,NA,2018-07-25,bse
