SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,date,exchange
500002,ABB LTD.,A,Q,1188,1220,1181,1207.5,1207.5,1184.8,529,96935,116817993,NA,2018-07-30,bse
500003,AEGIS LOGIS,A,Q,236.05,237.7,234.45,234.7,234.5,236.65,185,8745,2063321,NA,2018-07-30,bse
500008,AMAR RAJA BA,A,Q,791.95,812,791.95,805.35,808,791.45,602,15904,12820404,NA,2018-07-30,bse
500009,A.SARABHAI,X,Q,12.7,13.29,12.69,12.8,12.69,12.76,69,45549,586397,NA,2018-07-30,bse
500010,HDFC,A,Q,2045,2051,2012.7,2028.05,2028.05,2044.45,3219,86269,175614647,NA,2018-07-30,bse
500012,ANDHRA PETRO,X,Q,61.7,63,61,62.55,62.7,60.9,332,84797,5284413,NA,2018-07-30,bse
500013,ANSAL INFRAS,B,Q,16,16.6,15.75,16.55,16.2,16,49,12042,196131,NA,2018-07-30,bse
500014,APPLE FINANC,XT,Q,2.2,2.2,2.2,2.2,2.2,2.1,10,3474,7642,NA,2018-07-30,bse
500016,ARUNA HOTEL,XT,Q,13.48,13.48,12.96,13.46,13.45,13.22,13,1374,18192,NA,2018-07-30,bse
500020,BOM DYEING,T,Q,243,253.9,236.3,253.45,253.45,241.85,845,103065,25658199,NA,2018-07-30,bse
500023,ASIANHOTNR,B,Q,231,246,225.4,225.4,225.4,230,12,780,184175,NA,2018-07-30,bse
500024,ASSAMCO,B,Q,3.63,3.71,3.61,3.71,3.71,3.54,164,276036,1021125,NA,2018-07-30,bse
500027,ATUL LTD.,A,Q,2760,2773.95,2726,2748.45,2730,2731.95,78,414,1137518,NA,2018-07-30,bse
500028,ATV PROJECTS,XT,Q,8.11,8.47,8.11,8.47,8.47,8.07,13,4672,38999,NA,2018-07-30,bse
500029,AUTOLITE(I),B,Q,56.65,57.9,56,56.7,56.35,57,33,3284,186873,NA,2018-07-30,bse
500031,BAJAJ ELECT.,A,Q,612,617.6,596,607.6,607.6,609.55,2753,67455,40921569,NA,2018-07-30,bse
500032,BAJAJHIND,A,Q,6.79,6.79,6.61,6.66,6.66,6.57,635,277055,1848444,NA,2018-07-30,bse
500033,FORCE MOTR,B,Q,2635,2680,2612,2630.3,2630.3,2635.25,1262,12802,33788730,NA,2018-07-30,bse
500034,BAJFINANCE,A,Q,2720.75,2721.8,2666,2678.65,2678.65,2708.4,2477,43350,116409133,NA,2018-07-30,bse
500038,BALRAM.CHINI,A,Q,71,74.55,69.7,72.95,72.95,70.65,1904,539860,38563881,NA,2018-07-30,bse
500039,BANCO PROD.,B,Q,209.4,209.4,206.4,207.55,207.9,206.25,132,6113,1268253,NA,2018-07-30,bse
500040,CENTURY TEXT,A,Q,945,959,927,937.55,936,941.4,4371,189404,178431629,NA,2018-07-30,bse
500041,BANNARI AMAN,B,Q,1455,1474.95,1436.05,1474.95,1474.95,1487,3,3,4366,NA,2018-07-30,bse
500042,BASF INDIA,B,Q,1819.9,1835.9,1751.05,1766.55,1751.05,1803.65,179,1241,2245289,NA,2018-07-30,bse
500043,BATA INDIA,A,Q,916.1,925,907.6,918.4,918.4,916.1,1522,48944,44933967,NA,2018-07-30,bse
500048,BEML LTD,A,Q,828.9,904.85,828,896.6,896.6,821.2,9979,403667,355534482,NA,2018-07-30,bse
500049,BHARAT ELECT,A,Q,103.35,108.75,102.75,107.6,107.6,102.3,5828,1152150,123242749,NA,2018-07-30,bse
500052,BHANSALI ENG,B,Q,132.95,137.8,130,137.8,137.8,131.25,1556,230260,31208434,NA,2018-07-30,bse
500055,BHUSH STEEL,B,Q,24.3,25,24.1,25,25,23.85,638,190020,4711157,NA,2018-07-30,bse
500058,BIHAR SPONGE,XT,Q,1.12,1.17,1.12,1.15,1.15,1.12,11,5015,5703,NA,2018-07-30,bse
500059,BINANI IND.,B,Q,83.55,84.5,83.5,84.25,84.25,83.15,69,4979,417437,NA,2018-07-30,bse
500060,BIRLACABLE,B,Q,90.9,90.9,87,89.4,90,89.7,50,3218,288729,NA,2018-07-30,bse
500067,BLUE STAR,A,Q,680.45,683.85,666,669.5,669.5,683.9,303,3463,2343814,NA,2018-07-30,bse
500068,DISA INDIA,X,Q,5770,5860,5750.05,5860,5860,5754.8,5,28,161610,NA,2018-07-30,bse
500069,BNK CAPITAL,X,Q,97.75,97.75,90.55,94.1,94.55,88.8,25,1042,98102,NA,2018-07-30,bse
500074,BPL LTD.,B,Q,57.25,58.45,56.65,57.2,57.2,57.25,558,70551,4061541,NA,2018-07-30,bse
500078,OAL,X,Q,811,835,811,830,830,828,18,652,540307,NA,2018-07-30,bse
500083,CENTURY EXT,B,Q,6.05,6.1,5.85,5.96,5.99,5.79,45,15609,93805,NA,2018-07-30,bse
500084,CESC LTD.,A,Q,959.9,959.9,938.25,948.15,948.15,949.6,726,16834,15943761,NA,2018-07-30,bse
500085,CHAMBAL FERT,A,Q,151.1,155,147.35,150.05,150.05,150.35,651,35025,5228890,NA,2018-07-30,bse
500086,EXIDE IND.,A,Q,275.05,276.5,270.5,275.1,276.3,273.25,839,66994,18369836,NA,2018-07-30,bse
500087,CIPLA LTD.,A,Q,630.55,636.3,627.95,632.5,632.5,634.1,1102,52373,33106951,NA,2018-07-30,bse
500089,DIC INDIA,B,Q,436,436,390,390,390,402,16,215,84252,NA,2018-07-30,bse
500092,CRISIL LTD,A,Q,1799,1821.15,1775.35,1786.55,1779.35,1800.5,82,1341,2422218,NA,2018-07-30,bse
500093,CGPOWER,A,Q,64.7,65.2,63.45,63.85,63.85,63.3,2886,661622,42285653,NA,2018-07-30,bse
500096,DABUR (I),A,Q,390,395.9,384.5,392.9,392.9,385.4,1773,140038,54690132,NA,2018-07-30,bse
500097,DALMIASUG,B,Q,52.5,55.9,52.5,55.1,54.85,52.5,134,7593,410669,NA,2018-07-30,bse
500101,ARVIND Ltd,A,Q,427,430.05,416.5,419.1,419.1,426.45,1165,98013,41142305,NA,2018-07-30,bse
500102,BALARPUR IND,B,Q,9.44,9.65,9.26,9.6,9.6,9.21,321,177090,1685714,NA,2018-07-30,bse
500103,BHEL,A,Q,71.35,73.5,71.3,73.1,73.1,71.15,4255,1049983,76276094,NA,2018-07-30,bse
500104,HIND.PETRO,A,Q,284.5,293.5,283.7,287,287,284.4,3085,293980,84943326,NA,2018-07-30,bse
500106,IFCI LTD,A,Q,16.45,16.9,16.35,16.7,16.7,16.28,3533,635077,10597833,NA,2018-07-30,bse
500108,MAHA.TELE,B,Q,15.55,15.7,15.35,15.55,15.55,15.55,281,117806,1829768,NA,2018-07-30,bse
500109,MRPL,A,Q,81.2,83.85,81.2,82.8,82.8,80.8,1110,116148,9598141,NA,2018-07-30,bse
500110,CHENNAI PET.,A,Q,301,322.25,301,315.55,315.55,299.15,3970,222265,69791993,NA,2018-07-30,bse
500111,REL.CAP.,A,Q,422,425,407,413.9,413.8,421.95,6473,619753,257418664,NA,2018-07-30,bse
500112,STATE BANK,A,Q,288,299.55,287.6,297.35,297.35,286.6,16316,1962286,581588262,NA,2018-07-30,bse
500113,STEEL AUTH.,A,Q,75.65,77.5,75.1,77.25,77.25,75.4,2515,823838,63000028,NA,2018-07-30,bse
500114,TITAN,A,Q,889.7,902.25,881,891.45,890,883.9,2628,110890,99075361,NA,2018-07-30,bse
500116,IDBI BANK L,A,Q,59.7,61,59.4,59.85,59.85,60.1,3517,2325371,139828632,NA,2018-07-30,bse
500117,DCW LTD.,B,Q,23.35,23.4,22.8,23,23,22.85,257,40480,932920,NA,2018-07-30,bse
500119,DHAMPUR SUGA,B,Q,83,84.95,80.1,83.4,84,80.3,599,70816,5826127,NA,2018-07-30,bse
500120,DIAMINES&CHM,X,Q,89,91.8,89,90.75,90.75,89.75,39,1544,139312,NA,2018-07-30,bse
500123,ELANTAS,B,Q,2001.05,2019.95,1985,1991.05,1991.25,2030,78,1103,2200890,NA,2018-07-30,bse
500124,DR.REDDY'S,A,Q,2076,2090,2060,2066.75,2066.75,2081.9,2476,75727,156798473,NA,2018-07-30,bse
500125,E.I.D.PAR,A,Q,221.4,228.45,220.65,227.65,227.55,221.85,353,13774,3098209,NA,2018-07-30,bse
500126,MERCK LTD,B,Q,2319.95,2319.95,2242.7,2290.6,2292.8,2287.9,269,21088,48527750,NA,2018-07-30,bse
500128,ELEC.CASTING,B,Q,20.8,23.55,20.55,22.05,22.05,21.2,260,45494,990950,NA,2018-07-30,bse
500133,ESAB INDIA,B,Q,641.7,658,641.6,655.8,658,637,6,52,33746,NA,2018-07-30,bse
500135,ESSEL PROP,B,Q,106.55,107.7,105,105.4,105.8,107.05,87,6386,678294,NA,2018-07-30,bse
500136,ESTER INDUS.,B,Q,47.5,51.75,46.5,50.55,50.55,47.35,258,22987,1128876,NA,2018-07-30,bse
500139,FEDDERELEC,B,Q,24.5,24.5,24.5,24.5,24.5,23.35,33,20958,513471,NA,2018-07-30,bse
500141,FERRO ALLOYS,X,Q,4.7,4.94,4.7,4.85,4.82,4.72,63,24438,117207,NA,2018-07-30,bse
500142,FGP LTD.,XT,Q,0.91,0.95,0.91,0.95,0.95,0.95,4,2000,1898,NA,2018-07-30,bse
500144,FINOL. CABLE,A,Q,620.35,627,610.4,620.45,621.35,623.3,76,1166,722849,NA,2018-07-30,bse
500147,CMI FPE,X,Q,825,825,790,794.6,790,826.95,114,4511,3622976,NA,2018-07-30,bse
500148,UFLEX LTD,A,Q,269.25,270.9,263.2,267.1,267.1,270.3,544,10720,2860921,NA,2018-07-30,bse
500150,FOSECO INDIA,B,Q,1341,1357.95,1340,1340.75,1340,1323.4,25,344,461785,NA,2018-07-30,bse
500153,GANESH BENZO,X,Q,69.85,71,69.1,69.6,69.6,69.85,434,50141,3502515,NA,2018-07-30,bse
500155,GARDEN SILK,B,Q,25.8,26.3,25.6,26.05,25.8,25.7,57,7594,197089,NA,2018-07-30,bse
500159,METROGLOBL,X,Q,68.05,74.7,68.05,71,71,71.4,18,1032,73056,NA,2018-07-30,bse
500160,GTL LTD.,B,Q,6.85,7.44,6.85,7.27,7.2,6.91,257,66498,477603,NA,2018-07-30,bse
500163,GODFREY PH,A,Q,804,817.95,778.4,791.9,796.6,811.55,663,11698,9256624,NA,2018-07-30,bse
500164,GODREJ IND,A,Q,645,647.85,633.2,642.55,642.45,638.5,1013,45752,29422077,NA,2018-07-30,bse
500165,KANSAI NERO,A,Q,476.55,486.05,476.55,484.65,484.65,477.55,209,3509,1688695,NA,2018-07-30,bse
500166,GOODRICKE,X,Q,300,304.95,297,300.05,297,297.45,86,3400,1023227,NA,2018-07-30,bse
500168,GOODYEAR (I),B,Q,1140,1169.9,1132.5,1163.95,1163.95,1133.6,203,2229,2578048,NA,2018-07-30,bse
500170,GTN INDUS,B,Q,16.98,16.98,15.15,16,16,16.15,7,995,16269,NA,2018-07-30,bse
500171,GHCL LTD,A,Q,258.6,260,250.6,254.45,254.45,256,323,14621,3748412,NA,2018-07-30,bse
500173,GUJ.FLOURO,B,Q,752.2,779.85,748.65,773.9,773.9,742.5,135,1672,1278684,NA,2018-07-30,bse
500179,HCL INFOSYS,A,Q,35,36.4,34.9,35.65,35.65,35,970,227098,8112955,NA,2018-07-30,bse
500180,HDFC BANK,A,Q,2204.15,2204.15,2163.15,2172.25,2172.25,2203.4,4164,64410,140030358,NA,2018-07-30,bse
500182,HEROMOTOCO,A,Q,3181.6,3227.05,3180,3205,3205,3193.8,1485,16707,53477021,NA,2018-07-30,bse
500183,HIMACHAL FUT,A,Q,25.5,26.15,25.5,25.75,25.75,25.5,1128,1053968,27276829,NA,2018-07-30,bse
500184,HSCL,B,Q,131.85,133.7,129.9,131.15,131.15,130.35,511,47712,6271280,NA,2018-07-30,bse
500185,HIND.CONSTN.,A,Q,11.7,11.7,11.45,11.55,11.55,11.59,913,698147,8075418,NA,2018-07-30,bse
500186,HIND.OIL EXP,B,Q,135.5,136.2,134.15,134.95,134.95,134.85,406,39268,5306188,NA,2018-07-30,bse
500187,HSIL,B,Q,338,338,331.15,334.5,334.5,339.55,126,3547,1192648,NA,2018-07-30,bse
500188,HINDUS.ZI,A,Q,274.05,275.45,271.85,274.65,274.65,273.85,569,47713,13083201,NA,2018-07-30,bse
500189,HINDUJA VENT,B,Q,620,620,605.05,606.9,605.05,610.45,18,149,90755,NA,2018-07-30,bse
500191,HMT LTD.,Z,Q,22.7,23,22.55,23,23,22.45,19,4033,92403,NA,2018-07-30,bse
500192,PRAG BOSIMI,XT,Q,3.64,3.64,3.38,3.49,3.45,3.49,22,4165,14220,NA,2018-07-30,bse
500193,HOTEL LEELA.,B,Q,15.9,16.4,15.7,16,16,15.75,94,28819,460518,NA,2018-07-30,bse
500199,I.G.PETRO,B,Q,448,463.7,447.9,458.45,457,447.95,315,5648,2574229,NA,2018-07-30,bse
500201,IND.GLYCOLS,B,Q,459,473.8,455.65,470.15,470.15,459.15,365,16144,7538446,NA,2018-07-30,bse
500207,INDO RAMA,B,Q,26.5,28.5,26,27.7,28.25,26.35,256,80950,2207669,NA,2018-07-30,bse
500209,INFOSYS LTD,A,Q,1385,1385,1350,1353.15,1353.15,1374.55,3836,1592102,2161328758,NA,2018-07-30,bse
500210,INGERSOLL,B,Q,500,506.45,492,504,503,490.7,181,2798,1404161,NA,2018-07-30,bse
500211,INSILCO LTD.,X,Q,20.8,23,19,22.1,21.75,19.35,84,38052,826267,NA,2018-07-30,bse
500213,INTER.TRAVEL,X,Q,175,179.5,175,178.75,177.5,177.25,57,2999,532342,NA,2018-07-30,bse
500214,ION EXCHANGE,XT,Q,404,414,395,412.1,411,399.9,342,4964,2008388,NA,2018-07-30,bse
500215,AGRO TECH FO,B,Q,638.4,647.8,630,635.5,635,641.8,93,1287,819369,NA,2018-07-30,bse
500219,JAIN IRRIG,A,Q,82.5,84.8,81.55,84,84,82.35,2920,1257254,104818801,NA,2018-07-30,bse
500220,JASCH INDUST,X,Q,69.9,69.9,65.4,68,68,65.35,71,6613,445003,NA,2018-07-30,bse
500223,JCT LTD,X,Q,1.94,2.04,1.94,2.02,2.04,1.95,99,189078,378649,NA,2018-07-30,bse
500227,JINDAL POLYF,B,Q,241.25,248,237.05,245.2,245.5,243.8,183,7267,1763239,NA,2018-07-30,bse
500228,JSWSL,A,Q,330,330,316.65,327.95,326.5,323.1,3420,151029,49160191,NA,2018-07-30,bse
500231,UMANG DAIR,B,Q,79.9,81.9,79.65,80.6,81.35,78.45,40,3407,273118,NA,2018-07-30,bse
500233,KAJARIA CER.,A,Q,436.2,441,434.95,437.45,437.45,433.45,556,13732,6014449,NA,2018-07-30,bse
500234,KAKATIYA CEM,B,Q,261.85,271,261.85,265.7,264.1,258.8,537,20731,5529253,NA,2018-07-30,bse
500235,KALYANI STEL,B,Q,258.85,259,253.5,254.45,254,257.6,195,5598,1434893,NA,2018-07-30,bse
500238,WHIRLPOOL,A,Q,1684.65,1756.95,1670.3,1714.85,1686.75,1673.55,706,5760,9835782,NA,2018-07-30,bse
500239,KG DENIM,X,Q,36.95,37.05,36,37,37,35.7,20,2135,78790,NA,2018-07-30,bse
500240,KINETIC ENG.,X,Q,52.05,53.85,50.55,51,51,52.75,48,3770,194434,NA,2018-07-30,bse
500241,KIRL.BROS.,B,Q,283.5,286,280.05,280.65,280.65,281.05,178,4247,1201301,NA,2018-07-30,bse
500243,KIRL INDUS,B,Q,1144,1144,1125,1125,1125,1113.25,5,50,56307,NA,2018-07-30,bse
500245,KIRL.FERROUS,B,Q,82.6,83,79,79.95,79.95,81.5,832,109461,8790275,NA,2018-07-30,bse
500246,ENVAIN ELECT,XT,Q,83.3,83.35,83.3,83.35,83.35,81.75,6,1700,141640,NA,2018-07-30,bse
500247,KOTAK MAH.BK,A,Q,1310.95,1310.95,1285.3,1304.65,1304.65,1311,2185,64316,83563225,NA,2018-07-30,bse
500250,L.G.BALKRISH,B,Q,504,525,502.1,520.55,522.5,493.6,171,1517,784198,NA,2018-07-30,bse
500251,TRENT LTD.,A,Q,352.95,354,344,348.9,350.1,350.05,220,6477,2253015,NA,2018-07-30,bse
500252,LAKSHMI MACH,A,Q,7641.8,7730,7641.8,7689.35,7668,7641.7,202,865,6652342,NA,2018-07-30,bse
500253,LIC HOUS.FIN,A,Q,537,540,528.1,532.7,532.7,536.4,1267,55556,29656162,NA,2018-07-30,bse
500254,UTTAMVALUE,T,Q,0.19,0.19,0.19,0.19,0.19,0.19,36,53945,10249,NA,2018-07-30,bse
500257,LUPIN LTD.,A,Q,816.5,836.1,810.8,820.35,820.35,815.4,3823,199667,164702019,XD,2018-07-30,bse
500259,LYKA LABS,B,Q,42.25,43.7,41,42,41.95,42.5,145,10957,465446,NA,2018-07-30,bse
500260,RAMCOCEM,A,Q,720,729.4,706,717.85,714,723.05,207,3829,2744974,NA,2018-07-30,bse
500264,MAFATLAL IND,X,Q,222,222,213,213.25,213.15,209,33,462,99723,NA,2018-07-30,bse
500265,MAH.SEAMLESS,B,Q,460.9,476.35,460.9,474,474,455.55,103,2880,1355929,NA,2018-07-30,bse
500266,MAH.SCOOTER,B,Q,3035,3050,3002.1,3008.65,3002.55,3026.95,49,289,874527,NA,2018-07-30,bse
500267,MAJESTIC AUT,X,Q,132.5,134.95,129,132.95,132.95,128.9,42,3852,508734,NA,2018-07-30,bse
500268,MANALI PETRO,B,Q,44.3,48.5,44.25,47.95,47.95,44.05,1161,277110,13004708,NA,2018-07-30,bse
500271,MFSL,A,Q,495.7,495.95,464.05,480.15,480.15,494.65,3964,65634,31161904,NA,2018-07-30,bse
500279,MIRC ELECT,B,Q,34.95,34.95,33.25,33.5,33.25,34.95,276,49761,1683356,NA,2018-07-30,bse
500280,CENTURY ENKA,B,Q,278.75,281.65,276.15,277.8,277.8,277.2,229,10843,3011372,NA,2018-07-30,bse
500285,SPICEJET LTD,B,Q,106.45,107.4,104.7,104.95,104.95,106.5,22795,1432071,151446019,NA,2018-07-30,bse
500288,MOREPEN LAB.,B,Q,32.45,37.1,32.45,35.6,35.6,31.85,3365,1078875,37697388,NA,2018-07-30,bse
500290,MRF LTD.,A,Q,81097.65,81097.65,79326.25,79808.25,79808.25,80821,301,415,33169141,NA,2018-07-30,bse
500292,HEIDEL CEM,A,Q,157,163.6,153.5,159.4,161,155.3,703,61597,9771343,NA,2018-07-30,bse
500294,NCC,A,Q,93.85,95.15,91.2,91.9,91.9,93.8,2593,895612,83498356,XD,2018-07-30,bse
500295,VEDL,A,Q,222,232.95,217.35,224.75,224.75,219.8,7231,537590,120553781,NA,2018-07-30,bse
500296,NAHAR SPG.,B,Q,91.25,91.25,87.8,88.8,88.25,89.75,137,21455,1912231,NA,2018-07-30,bse
500298,NAT.PEROXIDE,B,Q,3447,3490,3386,3454.45,3454.45,3388.8,391,4372,14929758,NA,2018-07-30,bse
500300,GRASIM IND.,A,Q,1025,1027.8,1007.05,1021.3,1024.6,1024.5,517,12055,12285931,NA,2018-07-30,bse
500302,PEL,A,Q,2630,2701.9,2630,2664.45,2664.1,2659.7,2814,38024,101351393,NA,2018-07-30,bse
500304,NIIT LTD.,A,Q,94.65,96.55,93.7,95.45,95.45,95,2464,200682,19098095,NA,2018-07-30,bse
500306,JAYKAY,X,Q,6.47,6.47,6.15,6.29,6.35,6.47,26,5342,33606,NA,2018-07-30,bse
500307,NIRLON,B,Q,192.7,195.9,192.7,192.75,192.75,192.65,16,934,180103,NA,2018-07-30,bse
500312,ONGC CORPN,A,Q,162.9,166.4,161.15,164.1,164.1,161.3,2421,357292,58509255,NA,2018-07-30,bse
500313,OIL COUNTRY,B,Q,19.75,21,19.35,20.4,19.6,19.8,81,6190,124363,NA,2018-07-30,bse
500314,ORIENT HOTEL,B,Q,43.1,45.8,43.1,44.25,44.95,43.25,185,7978,355360,NA,2018-07-30,bse
500315,ORINTAL BANK,A,Q,76.5,82.2,76.35,81,80.8,75.95,2228,413423,32815950,NA,2018-07-30,bse
500317,OSWAL AGRO.,B,Q,11.35,11.35,10.6,10.65,10.75,10.96,56,18525,199657,NA,2018-07-30,bse
500319,INDIAN SUCRO,XT,Q,15.45,15.6,15.45,15.6,15.6,14.9,22,3150,49075,NA,2018-07-30,bse
500322,PANYAM CEMEN,X,Q,21,24.75,20.5,24.1,24.1,21.2,92,24187,575639,NA,2018-07-30,bse
500325,RELIANCE,A,Q,1136,1157.55,1126.6,1149.7,1149.7,1129.6,16271,713184,815232499,NA,2018-07-30,bse
500327,PILITA,B,Q,9.05,9.3,8.85,8.98,8.9,8.93,103,30565,276583,NA,2018-07-30,bse
500329,PENTAMED.G,XT,Q,0.36,0.36,0.35,0.35,0.35,0.36,15,27650,9697,NA,2018-07-30,bse
500330,RAYMOND,A,Q,858.8,865.3,844.25,851.1,852,852.05,1025,40223,34347691,NA,2018-07-30,bse
500331,PIDILITE,A,Q,1127.05,1137.3,1114.4,1117.3,1116,1126.1,2033,90641,101669510,NA,2018-07-30,bse
500333,PIX TRANS,X,Q,165,166.75,160.9,164.15,164.75,162.25,176,15124,2479849,NA,2018-07-30,bse
500335,BIRLA CORPN.,B,Q,780,799,780,786.8,782,775.6,364,3691,2905858,NA,2018-07-30,bse
500336,SURYA ROSHNI,B,Q,357.85,363,349.85,350.95,349.95,357.25,123,4309,1525794,NA,2018-07-30,bse
500337,PRIME SECUR.,B,Q,40.5,41,40,40.4,40.65,40.7,123,11787,477822,NA,2018-07-30,bse
500338,PRSMJOHNSN,B,Q,117.3,118.65,111.3,114.05,114.05,116.9,886,52330,6007449,NA,2018-07-30,bse
500339,RAIN,T,Q,204.7,204.7,191.1,193.1,195,200.8,721,70863,13822954,NA,2018-07-30,bse
500343,AMJLAND,B,Q,28,28.4,27.5,27.55,27.55,27.65,144,34876,972743,NA,2018-07-30,bse
500346,PUN.COMMUNI.,B,Q,28.25,28.9,25,28,28,29,38,4133,110658,NA,2018-07-30,bse
500350,RSWM  LTD,B,Q,254,269.7,254,265.7,265.7,261.1,27,466,123652,NA,2018-07-30,bse
500354,RAJSH.SUGAR,B,Q,22.1,23.55,22.1,23.55,23.55,23.45,3,201,4732,NA,2018-07-30,bse
500355,RALLIS INDIA,A,Q,190.75,199,188.05,197.45,197.45,190.75,999,41242,7980221,NA,2018-07-30,bse
500356,RAMANEWS,B,Q,24.3,24.7,24.15,24.55,24.5,23.95,76,8207,200947,NA,2018-07-30,bse
500357,RAMA PAPER,XT,Q,10.94,10.94,9.9,10.94,10.94,10.42,24,6254,66181,NA,2018-07-30,bse
500360,RAPICUT CARB,X,Q,64.5,64.5,60.6,62.8,62.8,61.4,22,1461,90982,NA,2018-07-30,bse
500365,RMGALLOY,X,Q,20.1,21,19.6,20.8,21,20.05,76,46619,963350,NA,2018-07-30,bse
500366,ROLTA (I),B,Q,36.15,40.9,36,38.8,38.8,36.25,2292,339265,13335717,NA,2018-07-30,bse
500367,RUBFILA INT.,X,Q,68,68,65.8,66.2,66.2,66.75,39,6900,458757,NA,2018-07-30,bse
500368,RUCHI SOYA,B,Q,9.58,9.66,9.3,9.66,9.66,9.2,324,202768,1950754,NA,2018-07-30,bse
500378,JINDAL SAW,A,Q,86.5,87.5,85.45,86.45,86.45,85.95,713,101030,8739603,NA,2018-07-30,bse
500380,JK LAKSHMI,A,Q,339.25,342.4,334.3,335.5,334.5,337.85,67,827,278660,NA,2018-07-30,bse
500387,SHREE CEMENT,A,Q,17052.8,17392.65,16530,17174.95,17174.95,17129.3,1619,5294,89482888,NA,2018-07-30,bse
500388,SHREE KRISHN,XT,Q,23.1,23.1,20.9,20.9,20.9,22,2,700,15730,NA,2018-07-30,bse
500390,REL INFRA,A,Q,403.25,410.45,393.5,396.4,396.4,407.75,3095,181814,72893931,NA,2018-07-30,bse
500394,SOLID CARBID,XT,Q,0.31,0.31,0.31,0.31,0.31,0.31,2,450,139,NA,2018-07-30,bse
500399,STEELCO GUJ.,X,Q,4.48,4.94,4.48,4.94,4.94,4.71,16,1726,8513,NA,2018-07-30,bse
500400,TATA POWER,A,Q,72,74.7,71,73.85,73.85,71.85,2997,454461,33114416,NA,2018-07-30,bse
500402,SPMLINFRA,B,Q,75.5,79.55,75.15,77.3,77.5,74.6,132,19703,1508840,NA,2018-07-30,bse
500403,SUNDARAM FAS,A,Q,626.45,630,611.3,622.85,622.5,628.35,368,7789,4814289,NA,2018-07-30,bse
500404,SUNFLAG IRON,B,Q,59.75,62.25,58.5,61.8,61.8,58.75,729,128387,7809246,NA,2018-07-30,bse
500405,SUPREME PET,B,Q,273.8,288,273.8,286.5,288,279.6,127,2919,821019,NA,2018-07-30,bse
500407,SWARAJ ENGIN,B,Q,1819.15,1840,1775.5,1826.3,1799,1796.1,137,970,1767561,NA,2018-07-30,bse
500408,TATA ELXSI,A,Q,1450,1454.95,1418.2,1424.75,1420.05,1450.8,1707,56483,80879894,NA,2018-07-30,bse
500410,ACC LTD,A,Q,1531.45,1531.85,1501.1,1506,1510,1534.05,2034,153058,231689792,NA,2018-07-30,bse
500411,THERMAX,A,Q,1151.65,1168,1148.5,1152.85,1153,1137.5,148,1652,1919039,NA,2018-07-30,bse
500412,THIRUMALAI,B,Q,1412.65,1439,1410,1417.7,1417.7,1415.15,643,10035,14252255,NA,2018-07-30,bse
500413,THOMAS COOK,B,Q,269,270,267.4,268.3,268.3,269.9,161,8507,2284423,NA,2018-07-30,bse
500414,TIMEX GROUP,X,Q,46.55,47.4,44.25,46.95,46.95,47.1,107,38866,1809163,NA,2018-07-30,bse
500418,TOKYO PLAST,B,Q,61.6,63.65,61.6,62.05,61.7,63.45,62,3199,200190,NA,2018-07-30,bse
500420,TORRENT PHAR,A,Q,1490.75,1492.95,1480,1487.1,1488,1483.6,802,7563,11260278,NA,2018-07-30,bse
500422,TRANSCHEM,X,Q,28.25,30.95,28,28.3,28,29.65,10,380,10900,NA,2018-07-30,bse
500425,AMBUJA CEME,A,Q,227.45,228.3,223,226.85,226.5,224.85,1385,118860,26874573,NA,2018-07-30,bse
500426,UTLINDS,XT,Q,14.2,15,14.1,14.54,14.62,14.5,15,1790,25688,NA,2018-07-30,bse
500429,UNIPHOS ENT.,B,Q,78,80,78,78.65,78.15,78.6,6,548,43769,NA,2018-07-30,bse
500439,VARD HOLDNG,B,Q,2816,2845.95,2816,2845.95,2845.95,2715,2,2,5661,NA,2018-07-30,bse
500440,HINDALCO,A,Q,214.2,217,209.9,211.1,211.1,213.8,2576,398182,84261400,NA,2018-07-30,bse
500444,WEST COAS PA,B,Q,282.8,284.85,274,278.8,278.8,273.8,193,9725,2725935,NA,2018-07-30,bse
500449,HIND.ORG.CHM,B,Q,19.15,19.8,19.15,19.5,19.5,19.55,131,37115,720917,NA,2018-07-30,bse
500450,MPIL CORP L,X,Q,152,152,152,152,152,152,2,26,3952,NA,2018-07-30,bse
500456,PAS.ACRYLON,X,Q,19.8,19.8,18.8,19,19,18.95,120,41730,802748,NA,2018-07-30,bse
500459,PROCTER &GAM,A,Q,10654.65,10654.65,10330,10454.85,10450,10546.5,140,267,2792952,NA,2018-07-30,bse
500460,MUKAND LTD.,B,Q,60.45,62,59.6,60.8,60.8,59.6,86,18470,1117025,NA,2018-07-30,bse
500463,AGCNET,B,Q,113.05,119.9,112.1,113.5,112.1,115.05,15,2336,266162,NA,2018-07-30,bse
500464,UCAL FUEL,B,Q,204.5,210,204.5,206.4,206.5,204.15,268,7348,1521389,NA,2018-07-30,bse
500467,HARR.MALAYAL,B,Q,89.85,91,88.6,89.35,89.15,88.6,115,9354,840006,NA,2018-07-30,bse
500469,FEDERAL BANK,A,Q,91.45,91.8,89.9,90.3,90.3,90.65,2586,652271,59210846,NA,2018-07-30,bse
